banner_id,campaign_id
334,32
387,11
218,29
441,38
453,3
235,35
344,7
314,41
455,17
265,13
306,31
116,14
314,49
304,40
137,34
273,16
133,10
498,3
378,40
390,7
349,39
135,43
477,17
201,34
460,1
178,18
354,21
303,33
123,19
428,32
270,49
212,20
347,41
101,35
225,21
224,10
173,18
133,2
315,1
417,23
318,16
141,39
227,50
439,44
121,19
199,23
423,47
158,3
115,3
351,36
325,45
113,35
485,24
413,18
350,4
110,31
479,49
482,44
401,4
489,32
337,8
147,21
158,32
290,20
453,1
493,35
348,16
407,46
495,7
391,49
362,41
401,6
415,5
377,37
418,36
207,48
209,32
471,18
418,23
442,8
490,44
210,38
149,47
264,7
310,31
226,8
275,28
228,21
302,30
444,30
480,21
284,22
357,32
449,2
160,23
119,29
437,4
136,34
431,8
230,48
471,10
111,36
408,42
351,13
484,30
399,38
445,48
388,43
460,29
172,44
421,33
286,9
232,34
416,47
211,45
411,8
169,46
250,15
299,20
239,19
478,26
477,39
473,15
500,4
486,5
168,22
167,50
154,42
115,47
135,1
219,37
146,44
211,23
373,36
155,34
117,27
423,16
331,6
476,34
121,10
344,48
133,36
217,29
261,8
185,43
194,20
176,36
312,33
392,42
365,38
391,11
459,21
124,41
413,35
206,13
201,22
322,15
357,5
390,15
296,41
104,21
231,41
381,1
108,4
321,26
468,24
157,25
484,9
479,22
219,8
381,10
443,31
347,14
117,36
209,10
249,43
389,18
137,1
103,17
247,48
248,24
223,38
286,6
478,12
361,17
477,2
163,3
396,29
233,10
119,21
230,6
413,31
138,37
102,20
263,4
159,36
352,40
318,40
221,28
344,6
168,34
170,33
413,25
489,15
164,39
109,31
191,28
175,43
326,49
280,26
341,9
205,48
367,50
377,49
492,36
272,45
467,41
267,43
438,27
493,16
417,22
125,24
416,48
428,19
406,13
358,22
385,37
211,33
426,45
236,38
355,39
389,18
484,20
133,37
387,15
115,28
392,27
242,21
382,17
443,35
467,34
121,6
301,19
166,26
339,37
276,30
492,46
322,18
357,21
346,9
421,19
332,40
112,22
453,9
141,16
400,39
315,27
458,20
460,40
139,9
161,44
273,17
260,22
352,33
178,13
219,28
219,11
296,14
280,38
451,3
352,9
297,50
326,10
152,41
126,45
357,26
278,25
117,30
184,40
325,24
438,15
438,44
286,27
254,23
302,18
345,43
189,24
358,6
249,8
401,18
355,11
392,19
327,24
163,13
200,3
340,43
430,23
308,8
221,46
466,20
376,27
462,21
299,31
227,22
335,36
218,2
196,37
147,16
381,3
450,32
135,36
122,4
340,48
454,10
398,15
272,11
396,45
286,32
471,38
190,19
130,42
283,50
188,12
411,40
231,35
373,31
328,28
391,10
316,30
349,3
470,11
236,25
284,24
103,1
369,29
111,10
208,1
205,39
390,13
340,42
258,24
189,3
135,9
284,5
412,31
419,2
469,39
350,5
281,7
339,7
241,15
147,34
141,29
118,25
466,15
116,31
369,17
146,22
272,3
107,31
497,43
412,34
201,28
209,9
462,24
165,15
245,44
325,27
195,9
369,44
285,29
207,12
130,16
222,36
287,4
464,12
285,49
494,13
242,22
375,3
434,12
180,42
462,14
309,4
488,11
108,6
324,10
341,44
397,50
209,25
144,35
246,41
250,35
123,14
367,41
333,22
425,8
460,48
106,32
220,20
306,32
187,48
264,44
146,13
290,47
355,47
161,11
181,4
147,14
380,37
352,50
222,31
279,45
351,29
194,35
247,22
108,48
415,35
140,3
457,2
459,32
498,29
281,22
229,36
447,49
185,24
253,25
237,18
431,24
323,18
243,13
112,48
127,48
469,45
318,44
222,44
178,1
414,17
298,23
322,42
306,6
380,48
136,20
340,2
355,28
367,14
134,48
354,28
145,3
286,43
389,12
491,37
499,39
489,27
237,37
126,29
106,29
373,22
140,23
132,32
173,36
290,31
328,46
116,35
423,30
156,20
235,32
422,16
467,13
363,26
374,36
252,8
319,26
373,10
203,31
459,41
418,39
480,34
337,14
500,40
208,15
187,11
160,27
291,50
321,50
321,17
472,35
469,41
477,50
279,24
276,31
285,9
432,20
332,47
152,28
248,34
235,1
285,1
459,34
335,7
104,19
434,30
418,20
298,16
188,32
132,32
283,12
370,17
383,19
124,50
149,3
355,11
145,22
274,27
487,35
277,9
258,33
260,16
240,4
300,24
268,48
499,40
394,10
497,42
338,17
191,18
129,38
255,4
153,16
420,19
167,33
170,47
420,19
383,5
159,24
177,1
174,14
301,47
168,12
279,29
181,31
480,44
421,42
360,36
168,45
178,14
362,27
292,29
139,42
390,11
209,36
495,2
154,31
218,15
499,27
356,43
170,29
306,34
444,35
294,42
424,49
265,28
187,13
354,49
350,11
296,34
237,19
284,9
436,13
124,13
367,26
361,13
480,23
401,45
455,43
220,9
209,2
147,17
437,18
340,3
107,13
228,26
444,42
359,30
404,21
186,17
374,46
329,26
292,30
234,15
492,45
145,41
457,32
209,26
225,5
428,24
406,34
351,14
396,29
450,37
473,24
253,12
490,38
229,21
316,10
342,40
256,21
387,29
356,2
491,28
107,34
442,19
240,34
355,50
175,20
295,20
172,3
477,10
385,27
111,37
102,48
373,28
119,46
498,5
209,39
128,28
456,42
389,9
119,43
400,34
279,28
119,18
374,44
174,43
217,40
137,24
207,38
357,40
257,3
382,4
178,19
370,45
429,29
375,41
169,36
200,3
389,21
376,50
127,17
444,20
154,10
156,33
444,48
297,44
455,42
288,33
313,35
104,42
360,21
310,44
430,41
380,18
118,36
477,30
234,31
150,41
346,18
411,45
327,9
492,29
387,1
289,31
274,33
393,46
273,29
466,7
341,11
292,4
122,15
166,50
470,13
179,33
309,42
369,49
487,23
158,33
194,11
432,15
355,24
194,41
242,44
469,39
426,18
306,40
101,19
150,19
135,37
462,14
265,25
339,37
378,9
469,2
191,47
461,1
324,46
493,36
350,5
145,25
196,6
332,36
490,31
259,14
305,45
132,12
313,1
384,48
214,39
151,17
240,4
467,17
408,33
111,3
463,27
276,48
440,5
294,42
358,13
216,15
442,9
120,6
434,50
323,17
222,15
350,41
145,6
225,24
414,10
222,27
213,18
238,27
109,28
394,18
490,50
299,19
464,41
218,1
199,35
421,31
417,43
325,48
370,48
210,34
145,6
329,14
306,35
430,11
155,11
435,39
227,39
169,11
178,13
269,2
331,35
194,38
483,39
201,22
463,8
412,25
323,12
469,46
312,45
494,34
264,43
417,2
255,32
274,27
424,35
261,3
298,29
104,6
297,3
337,16
191,14
413,44
224,30
411,50
224,28
293,33
256,7
447,13
104,8
479,30
372,39
361,35
481,4
113,34
234,47
353,11
260,2
138,14
125,7
146,17
459,40
362,10
469,49
212,23
202,28
398,27
244,7
316,9
408,39
207,39
120,3
103,20
384,25
369,2
321,49
159,21
340,16
456,47
322,30
353,44
276,9
297,9
125,19
426,37
254,44
337,41
144,29
490,30
418,9
434,20
302,21
153,38
202,4
118,46
218,7
266,1
304,30
465,16
313,24
361,15
123,4
287,19
186,23
366,23
456,30
396,37
246,21
313,9
348,41
465,19
445,48
123,50
358,37
131,49
122,4
111,23
482,42
431,34
474,41
258,48
132,14
102,18
123,6
427,29
195,35
135,10
462,7
150,34
432,18
229,48
460,44
314,41
122,40
381,33
486,32
456,8
405,20
181,32
408,35
483,3
487,21
447,9
414,29
141,2
281,19
205,43
173,18
299,36
500,24
123,40
259,38
236,13
332,8
292,31
373,23
114,40
114,27
318,33
319,36
159,47
203,28
242,45
260,9
152,9
340,5
454,31
169,34
411,2
372,39
192,1
434,26
300,38
100,33
365,28
138,31
167,49
101,10
234,35
243,21
493,30
180,3
145,45
261,9
261,13
324,38
164,3
403,21
460,10
472,44
238,44
449,21
440,16
490,47
378,36
225,18
145,49
387,19
283,30
367,38
114,5
432,20
371,32
385,41
492,42
321,48
139,35
400,46
499,46
192,12
330,20
180,49
336,4
395,1
196,34
143,19
303,28
453,28
169,18
460,38
166,19
455,47
220,1
100,42
325,21
367,47
257,21
209,41
244,14
418,40
322,13
207,14
498,24
391,1
368,34
247,11
241,16
286,41
222,17
118,46
436,39
123,23
456,48
308,39
410,5
389,32
500,22
266,24
327,33
449,43
204,11
321,21
380,39
340,20
207,14
115,39
246,49
183,13
461,17
101,9
388,49
496,12
498,44
412,47
499,21
366,12
260,10
333,35
398,11
240,24
227,20
306,47
136,50
221,2
238,7
179,49
418,27
138,5
317,48
331,10
430,46
374,32
429,16
375,41
228,41
159,21
281,42
386,49
136,19
424,29
159,39
109,11
180,14
302,1
465,30
345,33
365,36
302,49
397,36
146,42
285,22
464,47
396,42
183,29
496,26
163,24
292,10
483,22
192,43
262,4
171,17
172,26
403,41
101,9
277,15
439,5
249,39
424,8
302,41
172,10
286,5
173,47
430,1
249,19
497,15
336,24
174,38
376,23
409,13
129,16
378,18
497,3
222,37
254,31
364,18
450,28
457,24
481,36
245,18
481,32
259,10
219,36
259,22
156,1
499,17
330,3
137,10
330,44
318,13
480,39
304,36
108,5
114,20
295,13
327,15
184,17
392,17
246,27
191,15
135,38
280,10
127,43
373,9
205,42
178,18
464,20
262,20
101,11
311,38
207,2
452,6
180,45
248,9
262,28
135,41
470,6
172,48
389,31
441,35
454,3
362,13
453,14
389,31
370,22
459,25
475,37
266,12
391,15
261,2
342,11
237,38
116,15
215,45
135,1
265,20
114,3
394,24
331,22
399,44
217,43
123,22
264,23
312,50
194,26
130,26
104,34
397,35
313,20
356,33
248,34
159,23
482,18
251,10
273,24
156,43
171,5
352,13
142,46
185,21
230,22
347,24
414,46
340,5
393,23
162,35
373,33
244,3
165,35
428,17
428,5
435,39
480,30
459,23
320,23
314,26
145,16
389,13
148,28
233,43
469,15
209,1
105,40
341,43
225,49
319,48
167,7
494,16
359,37
229,40
225,20
191,49
342,28
194,1
126,41
354,5
461,30
436,14
190,42
145,26
288,17
121,4
315,37
338,18
205,10
346,17
143,40
400,2
138,6
133,23
436,32
102,49
190,50
220,28
395,15
262,10
199,8
212,2
290,41
112,6
373,40
180,8
167,15
286,23
115,14
389,18
273,22
494,42
288,36
305,31
172,13
274,32
498,31
385,37
175,37
146,50
268,23
455,5
381,38
257,41
405,45
212,23
158,12
131,21
335,5
269,48
409,12
373,25
484,13
222,24
224,2
105,41
500,48
468,43
161,15
191,41
305,25
369,3
365,20
141,24
334,48
146,1
413,10
223,49
249,14
248,23
252,50
387,50
108,29
361,34
181,21
437,30
132,41
224,29
468,21
331,48
165,42
305,49
358,27
459,47
432,49
329,10
183,34
277,25
169,11
109,9
350,18
293,39
201,49
468,23
119,43
487,14
281,38
297,34
313,21
341,47
338,37
411,11
139,22
145,14
387,10
206,46
242,32
389,15
337,36
161,43
410,21
198,7
205,26
442,22
494,6
459,15
249,26
171,22
317,8
305,28
432,17
279,17
468,5
111,35
438,49
412,28
387,31
225,47
415,35
286,49
260,41
207,2
109,25
218,36
436,1
201,39
458,7
288,46
304,26
402,23
488,20
295,24
389,34
368,27
316,27
258,6
467,18
267,5
445,49
439,16
478,39
425,38
292,48
346,26
369,3
388,26
404,31
484,23
392,29
335,3
287,37
318,20
158,38
336,23
184,32
494,9
379,12
479,27
411,12
395,14
193,44
331,36
421,48
141,1
393,34
176,21
114,32
218,12
409,40
267,6
230,14
483,40
146,5
388,33
174,16
322,44
328,10
345,32
193,23
470,21
339,17
446,4
483,18
194,39
130,11
241,42
178,17
107,11
363,49
343,29
454,37
448,43
229,23
155,42
243,16
226,8
236,3
192,37
337,50
173,17
148,3
248,50
324,11
229,2
355,2
427,45
320,36
442,5
125,15
128,10
175,35
287,21
196,20
209,29
253,28
297,17
400,42
107,48
241,22
179,7
447,15
375,32
457,22
146,28
137,33
464,49
276,40
368,34
463,13
177,33
430,30
417,18
325,9
300,41
106,46
496,12
290,44
240,44
383,3
334,33
474,19
397,42
433,27
344,19
395,19
112,37
496,23
167,45
170,10
220,41
112,32
124,23
175,13
315,44
136,19
106,3
287,38
470,49
152,37
197,15
369,11
437,40
221,32
131,12
166,30
228,34
496,14
317,9
342,24
467,25
222,11
203,41
482,44
393,38
311,18
404,36
496,35
366,49
471,48
309,10
239,22
113,50
114,16
252,46
371,23
167,13
346,44
333,5
101,30
130,26
206,39
417,16
295,24
443,2
228,34
325,34
169,13
112,9
194,36
368,13
195,33
208,7
369,26
195,19
496,9
475,47
299,22
213,46
323,18
478,29
423,32
217,33
312,44
442,13
340,31
350,16
197,43
366,28
422,38
212,7
111,29
277,41
456,26
130,46
469,44
494,32
499,29
345,36
491,29
353,5
467,16
179,50
496,15
487,35
300,11
280,26
282,25
336,28
480,33
141,4
433,30
486,11
364,15
485,34
448,16
129,13
330,26
356,42
131,2
269,41
193,44
458,43
103,36
191,43
226,4
401,2
156,6
420,10
427,9
230,42
286,34
165,50
330,20
484,40
228,42
138,13
335,14
223,25
206,22
457,12
113,16
174,21
416,38
477,37
114,7
431,21
331,48
416,5
205,44
353,36
358,29
121,46
333,48
486,22
200,16
340,4
355,44
140,21
213,13
344,28
215,38
188,4
154,32
427,7
129,14
382,5
136,40
479,38
186,5
158,48
182,49
403,49
416,14
418,32
324,16
339,2
500,10
169,42
429,10
379,33
398,43
380,27
185,50
391,10
363,10
455,18
367,13
149,49
207,34
217,2
498,24
246,34
154,11
313,4
411,38
157,3
440,15
133,34
398,22
176,27
160,39
263,19
345,28
286,15
352,32
438,40
393,28
376,21
366,16
357,1
268,3
350,8
397,8
414,1
288,49
256,37
270,24
287,17
233,1
134,18
243,45
359,19
162,14
280,4
120,46
304,14
310,48
140,6
346,19
251,26
242,26
285,12
381,14
217,30
485,48
116,13
107,29
420,33
227,24
477,18
473,10
303,41
265,30
179,24
111,30
235,41
473,2
152,26
472,18
201,21
422,14
464,16
105,20
304,48
223,1
487,27
268,30
238,3
172,11
500,39
310,43
182,7
216,26
454,11
250,26
271,31
336,2
447,25
387,28
152,28
389,45
219,24
118,35
364,18
300,14
452,11
243,41
261,45
253,42
270,4
395,3
479,33
156,36
285,23
103,11
258,22
353,41
376,4
432,18
110,23
470,12
372,34
219,47
334,47
147,27
330,15
192,18
419,24
446,15
321,24
322,32
426,5
338,27
128,27
223,17
465,50
115,41
194,2
334,1
276,50
359,4
459,46
137,26
187,23
341,25
103,36
278,39
359,32
262,36
384,23
328,39
254,36
366,48
148,32
323,36
472,4
301,42
324,34
225,41
185,7
313,18
445,4
481,6
450,20
346,46
403,16
336,7
294,42
331,47
305,43
409,27
404,12
194,8
150,19
158,15
164,24
200,15
466,5
194,28
279,41
310,26
238,14
287,34
391,22
112,36
424,26
387,44
293,13
329,16
268,22
301,20
261,12
327,14
440,31
331,15
263,38
432,26
246,13
257,10
416,8
321,50
269,1
170,3
298,26
138,40
403,50
292,38
443,31
174,10
393,2
242,6
481,17
487,10
288,11
314,29
311,25
313,50
465,2
125,36
426,12
198,27
121,49
368,22
207,42
446,5
481,5
485,49
261,47
435,9
156,48
417,26
211,50
129,48
287,38
206,41
206,21
317,50
226,33
433,29
451,32
180,23
463,15
232,38
429,40
131,47
171,46
475,4
411,42
296,30
405,49
402,34
385,3
446,34
313,48
183,29
162,35
485,34
185,35
138,40
151,19
281,5
185,17
179,8
185,46
323,12
315,8
418,10
231,43
443,2
191,24
387,42
426,17
385,34
470,37
184,20
237,16
202,40
404,28
373,31
224,30
406,12
168,33
272,44
104,35
163,48
493,19
280,42
245,37
286,4
303,39
419,29
486,1
491,16
429,34
265,4
310,45
386,41
493,8
293,11
244,2
193,6
375,50
454,30
426,25
209,46
290,47
284,32
109,44
223,44
375,3
299,16
241,3
309,13
395,46
359,10
388,11
261,33
273,40
470,41
348,27
378,9
177,14
227,41
414,10
487,49
404,26
261,16
461,5
456,14
346,4
213,41
190,41
179,22
225,21
441,3
272,2
152,17
358,26
496,19
169,21
485,35
171,27
445,41
354,45
438,26
397,32
299,50
369,25
225,22
413,37
313,7
469,44
308,2
179,42
191,10
159,14
230,6
499,23
177,43
183,9
294,27
144,7
202,31
380,12
172,46
112,8
496,10
138,39
481,29
336,49
287,12
250,2
429,15
158,41
346,15
444,12
273,33
234,34
180,35
305,43
114,2
400,7
490,43
148,26
438,37
481,31
165,10
355,10
363,45
404,11
150,40
326,25
342,21
295,2
382,36
320,43
209,3
151,37
315,33
453,42
340,17
308,18
275,46
177,1
383,30
309,28
145,2
224,37
156,16
200,5
479,45
192,40
363,18
481,1
131,27
247,46
194,45
374,47
297,37
180,45
235,16
415,10
120,45
414,27
460,34
124,32
499,37
489,34
399,42
393,40
458,42
409,49
475,5
317,13
402,31
109,45
232,45
478,22
283,44
130,38
379,13
379,2
335,10
116,13
374,2
414,34
130,15
131,47
192,38
206,24
223,5
247,2
246,38
273,42
409,47
361,7
348,35
390,4
221,44
216,35
424,41
261,14
374,45
496,43
296,20
389,19
377,15
287,32
156,49
249,16
448,3
422,5
283,14
124,29
171,31
103,8
105,49
418,44
433,16
256,15
349,36
288,8
482,32
307,23
361,41
239,16
457,32
301,3
303,41
148,4
484,1
346,21
378,39
303,49
476,9
242,35
483,14
220,38
127,30
415,29
186,21
287,22
284,49
118,36
273,7
151,41
458,23
236,8
385,29
249,28
191,20
142,44
171,49
266,25
137,41
447,7
355,9
161,19
255,12
206,26
169,32
165,10
208,42
326,22
386,35
142,13
369,38
378,1
170,43
348,35
217,44
407,20
241,30
310,46
429,8
357,1
243,13
342,19
264,16
450,17
445,3
376,40
190,31
391,19
124,17
170,41
105,23
369,18
169,50
478,41
389,46
103,18
172,36
489,36
309,50
372,34
211,10
281,22
438,5
330,29
273,48
192,37
129,31
315,12
345,30
331,25
453,26
136,40
241,15
487,22
446,20
350,46
404,25
498,30
392,8
206,10
212,18
486,9
472,7
285,10
263,2
236,19
188,6
382,50
305,45
320,18
304,50
397,16
396,6
302,10
311,1
458,21
369,30
399,48
240,33
493,29
114,47
247,46
459,11
400,15
219,21
102,5
419,13
313,25
336,19
151,13
388,23
188,33
489,44
270,38
339,11
426,10
288,38
240,43
140,33
235,49
254,11
213,33
407,36
157,2
251,48
430,7
124,2
295,42
165,49
348,42
265,35
407,47
435,12
443,22
424,8
387,14
166,39
106,3
469,32
311,20
251,34
162,11
359,42
348,47
418,43
467,10
237,7
487,10
169,20
166,28
457,16
281,29
224,36
138,2
457,45
148,32
398,27
194,12
253,34
387,27
243,40
376,4
213,35
179,30
142,41
427,47
364,27
256,12
179,19
422,13
333,38
266,39
427,32
285,42
124,48
484,22
363,37
373,38
491,40
423,3
350,9
192,22
143,36
354,12
315,16
378,21
167,7
475,20
360,2
469,22
225,43
179,39
358,12
342,30
216,33
177,29
138,14
367,34
500,14
387,47
111,8
142,15
407,5
197,13
495,27
358,46
322,12
487,47
331,48
389,41
340,41
438,1
347,2
481,50
176,48
149,33
182,26
378,9
132,42
106,5
224,33
215,33
117,26
175,35
140,28
247,31
153,10
227,34
283,20
162,31
445,26
200,7
281,15
167,27
343,41
283,35
167,45
259,10
216,46
435,14
321,22
356,8
270,39
498,31
465,28
388,10
183,26
332,33
267,43
165,34
378,7
416,9
287,3
366,49
485,4
212,50
464,36
211,48
109,30
429,36
334,24
492,2
258,6
339,10
490,22
167,1
478,18
160,26
221,35
413,20
185,23
437,50
490,41
107,46
422,36
409,11
400,5
150,11
133,14
143,33
261,27
167,32
177,1
278,16
194,11
134,29
243,29
109,40
198,48
228,45
489,9
167,50
421,22
115,7
135,43
183,46
393,15
230,21
470,4
499,46
168,22
270,11
209,30
167,30
475,50
244,41
331,30
186,28
164,14
345,21
395,31
114,38
374,25
172,18
413,7
357,22
385,41
124,25
234,50
147,47
193,18
226,10
139,37
143,5
232,29
161,18
270,9
392,41
420,9
382,32
310,14
249,20
359,47
211,14
423,19
373,10
379,34
379,23
232,46
108,28
304,3
257,19
292,11
235,30
103,3
418,47
187,11
322,46
128,1
408,36
269,45
391,17
233,13
479,34
109,42
127,48
320,47
165,23
256,41
307,6
230,26
298,12
433,20
249,3
146,46
249,45
357,13
337,15
498,38
256,27
346,2
324,4
279,21
304,43
322,45
115,47
212,31
118,14
318,35
231,21
245,37
207,2
415,7
101,41
449,9
258,37
130,10
374,8
430,9
262,24
320,44
154,17
481,42
308,40
269,6
422,41
438,2
114,27
377,19
286,21
417,38
468,47
363,13
490,37
303,18
450,15
164,47
127,34
244,5
286,5
370,30
232,6
205,11
406,28
148,30
106,42
468,33
413,37
311,2
144,9
151,4
184,19
352,10
387,40
469,49
294,14
263,47
193,10
411,20
124,23
288,18
222,7
500,36
499,40
354,3
388,6
393,16
343,8
233,14
100,20
438,16
466,13
496,39
135,33
200,27
197,16
435,1
157,15
431,13
164,50
400,15
210,19
106,22
257,5
371,16
418,12
226,17
466,17
279,9
146,13
276,3
380,25
371,48
260,4
101,38
387,11
373,44
487,39
150,41
207,2
417,19
315,37
203,22
105,20
316,15
152,38
300,4
194,30
172,38
347,14
169,33
330,38
370,32
191,22
255,46
104,23
174,32
497,12
402,5
384,48
185,4
182,34
396,33
137,2
160,17
199,34
136,42
423,24
185,40
471,36
147,31
175,8
211,8
237,10
319,9
407,39
315,31
187,41
426,42
358,31
354,27
245,7
405,21
254,31
372,9
216,47
107,43
119,24
312,15
113,40
433,48
214,24
474,40
104,9
297,6
337,42
143,15
287,28
332,45
166,14
410,5
404,44
418,27
244,5
156,2
125,27
224,28
407,5
299,45
109,30
359,1
286,34
387,50
263,5
391,29
432,23
128,18
313,25
220,43
107,15
110,27
327,13
465,6
164,26
469,18
402,22
139,27
436,44
202,19
286,5
339,14
281,36
226,36
450,25
480,25
142,25
204,1
412,25
123,29
468,31
178,25
109,31
446,7
152,5
413,18
229,28
125,50
208,18
294,20
162,35
305,11
249,12
174,48
384,15
371,8
198,19
354,8
432,43
313,27
404,44
133,21
412,24
354,21
495,11
169,16
265,23
420,19
490,43
320,5
401,23
456,27
375,15
407,48
214,34
202,8
244,15
192,26
287,42
280,35
266,13
213,46
417,22
250,41
350,10
176,25
469,44
438,30
443,38
449,18
337,21
382,46
215,20
171,34
117,17
244,32
400,34
452,25
441,43
325,4
337,44
252,27
260,31
428,38
437,33
411,48
369,35
127,41
148,1
117,50
234,17
314,40
254,23
451,41
345,39
101,39
169,10
344,13
105,3
291,5
164,50
353,38
167,7
240,10
177,36
319,6
358,42
330,2
119,28
435,22
119,13
348,30
183,37
492,11
229,23
139,40
201,27
251,33
390,13
395,8
456,17
312,10
339,13
325,35
444,48
343,11
246,47
231,30
123,15
117,38
438,24
455,10
103,47
162,50
278,32
187,27
263,48
495,40
220,13
109,45
429,50
263,11
487,16
182,42
454,43
489,36
467,13
491,23
271,40
232,19
133,46
198,16
336,2
354,11
418,33
380,16
273,43
158,21
281,18
146,6
500,45
286,30
117,20
390,29
409,43
180,27
328,24
103,7
241,1
377,25
139,10
434,27
308,9
234,10
397,36
455,8
305,3
269,6
266,32
221,17
136,30
127,34
246,24
273,23
464,36
213,19
271,38
439,25
424,6
142,15
337,8
396,25
251,35
165,5
164,21
355,16
