click_id,banner_id,campaign_id
250181,233,20
250182,177,20
250183,165,20
250184,286,33
250185,210,15
250186,169,42
250187,254,39
250188,183,25
250189,429,37
250190,311,36
250191,203,5
250192,292,15
250193,344,2
250194,270,18
250195,345,3
250196,416,29
250197,270,32
250198,218,31
250199,357,33
250200,498,11
250201,324,44
250202,145,14
250203,454,36
250204,109,41
250205,435,29
250206,138,34
250207,378,6
250208,131,2
250209,420,37
250210,312,23
250211,324,26
250212,475,7
250213,404,21
250214,430,22
250215,384,17
250216,134,29
250217,407,44
250218,208,20
250219,201,3
250220,326,30
250221,475,33
250222,194,5
250223,286,11
250224,185,49
250225,264,38
250226,195,1
250227,431,10
250228,349,35
250229,241,26
250230,156,26
250231,492,24
250232,343,9
250233,336,24
250234,134,44
250235,259,36
250236,214,45
250237,327,11
250238,496,37
250239,423,4
250240,188,30
250241,252,19
250242,346,48
250243,176,42
250244,498,9
250245,220,42
250246,190,12
250247,499,43
250248,217,28
250249,475,14
250250,231,44
250251,221,47
250252,132,49
250253,282,36
250254,192,45
250255,153,27
250256,414,20
250257,471,44
250258,388,7
250259,161,4
250260,442,44
250261,239,2
250262,425,8
250263,373,18
250264,298,46
250265,241,48
250266,288,8
250267,495,7
250268,157,32
250269,311,15
250270,217,25
250271,373,16
250272,249,27
250273,453,38
250274,278,18
250275,296,38
250276,116,21
250277,427,34
250278,462,46
250279,320,20
250280,302,11
250281,127,38
250282,166,27
250283,322,27
250284,476,32
250285,189,29
250286,226,3
250287,131,40
250288,271,22
250289,203,44
250290,245,48
250291,398,48
250292,479,35
250293,240,15
250294,169,46
250295,132,19
250296,414,40
250297,225,40
250298,113,3
250299,377,20
250300,222,42
250301,403,50
250302,394,33
250303,376,8
250304,453,27
250305,229,44
250306,191,26
250307,134,33
250308,337,9
250309,301,19
250310,145,17
250311,229,45
250312,284,19
250313,490,4
250314,481,12
250315,171,25
250316,402,8
250317,479,24
250318,313,8
250319,303,41
250320,176,26
250321,110,13
250322,396,16
250323,205,36
250324,457,9
250325,340,39
250326,159,13
250327,266,41
250328,490,47
250329,176,41
250330,138,17
250331,476,21
250332,110,34
250333,123,13
250334,261,17
250335,164,19
250336,298,42
250337,186,43
250338,183,25
250339,127,8
250340,374,38
250341,335,36
250342,253,40
250343,282,30
250344,402,8
250345,212,46
250346,477,34
250347,427,3
250348,128,49
250349,336,24
250350,151,24
250351,394,23
250352,462,13
250353,262,47
250354,444,8
250355,448,24
250356,418,41
250357,219,32
250358,375,11
250359,262,40
250360,228,11
250361,196,11
250362,286,36
250363,457,44
250364,145,49
250365,134,11
250366,240,19
250367,342,16
250368,468,48
250369,119,17
250370,393,8
250371,147,17
250372,407,17
250373,339,7
250374,184,31
250375,407,35
250376,111,15
250377,331,50
250378,141,26
250379,395,27
250380,361,9
250381,431,45
250382,440,32
250383,264,29
250384,106,7
250385,264,11
250386,349,33
250387,201,9
250388,275,48
250389,210,25
250390,268,41
250391,350,44
250392,100,24
250393,488,14
250394,252,30
250395,425,4
250396,493,25
250397,181,43
250398,237,7
250399,249,47
250400,185,36
250401,306,19
250402,348,14
250403,363,21
250404,486,35
250405,388,13
250406,247,17
250407,128,32
250408,225,48
250409,203,28
250410,351,47
250411,365,37
250412,282,31
250413,387,11
250414,115,10
250415,421,9
250416,200,30
250417,148,37
250418,212,43
250419,243,43
250420,263,7
250421,314,39
250422,438,2
250423,240,24
250424,313,26
250425,422,46
250426,322,25
250427,492,8
250428,127,38
250429,167,27
250430,230,44
250431,166,1
250432,171,21
250433,481,26
250434,391,6
250435,368,7
250436,478,24
250437,398,36
250438,449,35
250439,208,9
250440,134,4
250441,137,8
250442,143,38
250443,126,31
250444,127,49
250445,324,22
250446,127,19
250447,358,2
250448,299,38
250449,450,42
250450,160,16
250451,271,28
250452,120,24
250453,371,11
250454,203,15
250455,280,7
250456,180,49
250457,207,25
250458,433,44
250459,433,1
250460,316,27
250461,278,3
250462,380,33
250463,329,40
250464,143,39
250465,195,45
250466,271,12
250467,163,27
250468,374,9
250469,255,12
250470,199,42
250471,315,23
250472,293,22
250473,428,20
250474,131,50
250475,375,19
250476,287,25
250477,333,48
250478,168,11
250479,103,44
250480,398,21
250481,132,24
250482,383,38
250483,395,43
250484,326,37
250485,120,37
250486,319,6
250487,137,17
250488,294,22
250489,120,49
250490,165,43
250491,376,16
250492,282,16
250493,265,48
250494,317,26
250495,494,38
250496,119,33
250497,260,14
250498,390,48
250499,465,47
250500,321,38
250501,314,35
250502,416,49
250503,214,49
250504,405,32
250505,477,29
250506,293,13
250507,384,31
250508,167,7
250509,331,10
250510,239,2
250511,491,20
250512,461,6
250513,369,40
250514,293,18
250515,421,1
250516,235,12
250517,111,3
250518,240,3
250519,341,29
250520,162,11
250521,275,37
250522,440,14
250523,137,41
250524,482,48
250525,324,3
250526,205,25
250527,385,2
250528,145,10
250529,101,42
250530,457,1
250531,145,18
250532,154,34
250533,420,22
250534,313,9
250535,230,5
250536,140,18
250537,189,28
250538,225,42
250539,348,46
250540,123,12
250541,363,6
250542,195,37
250543,167,25
250544,158,28
250545,208,30
250546,387,9
250547,491,24
250548,275,11
250549,169,14
250550,474,25
250551,231,1
250552,432,32
250553,236,43
250554,359,35
250555,423,37
250556,232,50
250557,190,41
250558,493,38
250559,337,35
250560,294,24
250561,147,47
250562,243,32
250563,419,10
250564,422,14
250565,381,48
250566,268,18
250567,161,13
250568,221,9
250569,118,21
250570,498,31
250571,148,21
250572,217,39
250573,378,29
250574,428,37
250575,470,8
250576,296,3
250577,484,33
250578,219,16
250579,103,37
250580,120,23
250581,274,31
250582,115,29
250583,102,39
250584,323,5
250585,144,19
250586,448,10
250587,243,21
250588,237,14
250589,330,39
250590,434,21
250591,323,26
250592,468,26
250593,500,15
250594,146,16
250595,214,16
250596,259,8
250597,389,17
250598,173,8
250599,218,6
250600,305,25
250601,277,28
250602,287,6
250603,219,5
250604,468,37
250605,194,49
250606,371,42
250607,388,32
250608,237,32
250609,312,40
250610,425,10
250611,374,24
250612,403,46
250613,292,21
250614,348,45
250615,187,40
250616,244,35
250617,496,38
250618,204,19
250619,250,11
250620,312,25
250621,449,3
250622,148,5
250623,105,41
250624,484,49
250625,442,9
250626,385,46
250627,250,19
250628,138,35
250629,490,29
250630,106,37
250631,149,19
250632,462,46
250633,287,6
250634,167,28
250635,419,37
250636,499,5
250637,150,8
250638,434,27
250639,103,24
250640,226,2
250641,413,36
250642,388,7
250643,185,30
250644,184,20
250645,241,30
250646,339,23
250647,265,8
250648,152,47
250649,282,46
250650,412,50
250651,393,43
250652,499,11
250653,289,35
250654,385,24
250655,475,36
250656,109,27
250657,137,11
250658,187,44
250659,275,15
250660,435,7
250661,323,42
250662,308,48
250663,243,18
250664,305,29
250665,426,29
250666,111,18
250667,121,18
250668,330,9
250669,486,40
250670,284,21
250671,287,6
250672,308,37
250673,319,13
250674,361,44
250675,240,13
250676,175,10
250677,219,26
250678,196,42
250679,344,44
250680,316,38
250681,458,20
250682,440,5
250683,282,11
250684,418,29
250685,382,40
250686,386,13
250687,370,33
250688,121,20
250689,291,16
250690,204,28
250691,241,49
250692,444,39
250693,250,48
250694,334,35
250695,224,24
250696,125,41
250697,432,34
250698,162,39
250699,419,7
250700,468,27
250701,292,2
250702,281,35
250703,130,44
250704,274,17
250705,121,11
250706,261,42
250707,322,36
250708,180,6
250709,106,3
250710,286,33
250711,242,16
250712,176,42
250713,454,13
250714,261,9
250715,141,17
250716,296,27
250717,390,30
250718,421,14
250719,192,49
250720,433,23
250721,321,41
250722,342,36
250723,249,38
250724,332,19
250725,466,39
250726,314,44
250727,206,1
250728,387,4
250729,399,36
250730,453,46
250731,435,36
250732,321,39
250733,291,18
250734,213,36
250735,329,14
250736,345,25
250737,185,50
250738,408,17
250739,420,34
250740,350,18
250741,466,21
250742,270,42
250743,430,22
250744,139,29
250745,413,7
250746,253,46
250747,146,29
250748,376,27
250749,335,11
250750,353,25
250751,172,4
250752,150,45
250753,214,25
250754,184,47
250755,153,42
250756,312,41
250757,247,2
250758,389,9
250759,270,10
250760,450,42
250761,381,45
250762,311,35
250763,375,43
250764,296,33
250765,124,17
250766,244,37
250767,300,32
250768,480,3
250769,259,37
250770,159,25
250771,349,40
250772,485,32
250773,141,28
250774,392,49
250775,302,2
250776,420,4
250777,447,28
250778,296,40
250779,354,22
250780,256,35
250781,314,30
250782,218,33
250783,190,9
250784,104,12
250785,357,14
250786,434,12
250787,231,33
250788,410,28
250789,485,23
250790,270,7
250791,293,47
250792,120,23
250793,466,47
250794,288,7
250795,311,39
250796,274,15
250797,494,16
250798,187,24
250799,267,8
250800,144,23
250801,459,27
250802,428,30
250803,226,27
250804,200,36
250805,177,7
250806,342,22
250807,437,8
250808,412,17
250809,396,8
250810,450,18
250811,211,5
250812,299,6
250813,170,29
250814,305,19
250815,152,28
250816,226,10
250817,226,29
250818,361,15
250819,357,20
250820,440,43
250821,350,5
250822,427,9
250823,170,41
250824,181,12
250825,104,21
250826,467,26
250827,397,10
250828,324,9
250829,246,31
250830,248,20
250831,429,25
250832,185,31
250833,212,5
250834,446,42
250835,115,38
250836,314,30
250837,331,13
250838,476,41
250839,133,27
250840,435,29
250841,173,10
250842,233,8
250843,153,4
250844,418,4
250845,252,40
250846,337,22
250847,473,10
250848,269,35
250849,220,12
250850,460,28
250851,335,50
250852,343,45
250853,202,50
250854,288,49
250855,115,7
250856,467,33
250857,292,44
250858,443,50
250859,251,48
250860,122,26
250861,486,12
250862,168,28
250863,405,23
250864,233,26
250865,139,13
250866,473,3
250867,344,49
250868,137,32
250869,464,3
250870,299,30
250871,304,46
250872,390,42
250873,177,42
250874,290,31
250875,479,42
250876,205,12
250877,164,48
250878,388,7
250879,148,48
250880,169,16
250881,476,3
250882,332,35
250883,277,33
250884,215,41
250885,143,36
250886,182,11
250887,180,22
250888,487,9
250889,179,15
250890,405,40
250891,427,23
250892,473,9
250893,441,43
250894,370,26
250895,467,39
250896,111,13
250897,256,26
250898,457,48
250899,193,50
250900,104,30
250901,226,18
250902,269,28
250903,217,14
250904,399,34
250905,298,8
250906,488,36
250907,361,9
250908,343,21
250909,229,41
250910,118,39
250911,445,36
250912,409,7
250913,307,4
250914,202,18
250915,297,28
250916,243,43
250917,475,8
250918,177,3
250919,240,1
250920,247,28
250921,446,28
250922,111,4
250923,244,35
250924,244,50
250925,302,18
250926,413,46
250927,231,30
250928,368,39
250929,191,17
250930,317,39
250931,324,7
250932,144,39
250933,231,16
250934,453,25
250935,271,46
250936,182,4
250937,100,34
250938,446,49
250939,493,50
250940,235,22
250941,473,27
250942,254,11
250943,216,38
250944,431,2
250945,386,12
250946,100,10
250947,475,36
250948,132,42
250949,189,26
250950,484,40
250951,492,9
250952,123,19
250953,295,29
250954,240,8
250955,287,39
250956,411,34
250957,168,11
250958,399,7
250959,426,33
250960,168,35
250961,233,17
250962,370,3
250963,161,49
250964,330,46
250965,169,31
250966,331,45
250967,375,7
250968,361,12
250969,185,49
250970,253,40
250971,348,25
250972,156,13
250973,321,19
250974,115,25
250975,488,11
250976,406,24
250977,275,33
250978,198,10
250979,254,46
250980,495,24
250981,194,35
250982,482,12
250983,417,9
250984,445,31
250985,430,8
250986,449,22
250987,133,31
250988,450,50
250989,211,22
250990,347,9
250991,250,18
250992,342,21
250993,211,8
250994,205,16
250995,476,33
250996,455,17
250997,142,13
250998,322,28
250999,129,44
251000,266,5
251001,229,4
251002,431,33
251003,380,18
251004,198,11
251005,335,22
251006,364,38
251007,142,23
251008,147,30
251009,430,6
251010,180,15
251011,271,31
251012,248,4
251013,113,48
251014,495,16
251015,394,40
251016,117,25
251017,194,5
251018,306,18
251019,233,15
251020,241,47
251021,446,3
251022,358,13
251023,216,13
251024,248,18
251025,488,31
251026,461,47
251027,148,15
251028,299,15
251029,413,1
251030,215,1
251031,337,21
251032,323,35
251033,368,38
251034,278,45
251035,243,28
251036,109,50
251037,405,34
251038,399,27
251039,254,37
251040,499,26
251041,411,16
251042,451,40
251043,183,43
251044,332,38
251045,165,1
251046,370,22
251047,221,41
251048,265,2
251049,142,44
251050,301,45
251051,165,47
251052,217,2
251053,104,14
251054,294,39
251055,275,25
251056,215,33
251057,263,47
251058,216,6
251059,428,24
251060,201,43
251061,156,31
251062,283,9
251063,206,8
251064,177,39
251065,187,26
251066,243,50
251067,456,42
251068,254,42
251069,361,17
251070,364,6
251071,396,30
251072,238,6
251073,405,16
251074,116,7
251075,353,44
251076,469,37
251077,425,20
251078,351,44
251079,264,3
251080,167,4
251081,237,24
251082,253,50
251083,418,48
251084,450,42
251085,299,45
251086,438,9
251087,141,8
251088,465,28
251089,121,29
251090,241,4
251091,249,34
251092,272,13
251093,166,44
251094,494,28
251095,358,14
251096,200,19
251097,201,8
251098,321,25
251099,423,22
251100,359,35
251101,128,34
251102,343,4
251103,431,39
251104,365,18
251105,164,47
251106,462,19
251107,113,42
251108,176,26
251109,125,20
251110,204,6
251111,394,27
251112,251,32
251113,381,2
251114,247,32
251115,468,2
251116,200,31
251117,144,25
251118,288,8
251119,429,45
251120,227,43
251121,215,50
251122,480,45
251123,387,50
251124,442,3
251125,203,35
251126,114,48
251127,476,23
251128,147,40
251129,113,21
251130,431,13
251131,362,38
251132,428,18
251133,353,30
251134,235,7
251135,281,27
251136,278,19
251137,113,36
251138,353,30
251139,347,50
251140,147,26
251141,256,46
251142,336,28
251143,436,44
251144,285,25
251145,221,49
251146,405,10
251147,402,6
251148,117,32
251149,170,31
251150,304,45
251151,101,50
251152,350,3
251153,294,26
251154,103,49
251155,316,10
251156,103,25
251157,310,18
251158,344,19
251159,313,4
251160,308,37
251161,444,49
251162,248,5
251163,256,16
251164,366,45
251165,298,30
251166,301,34
251167,195,2
251168,446,10
251169,189,40
251170,486,14
251171,361,16
251172,276,14
251173,175,21
251174,209,42
251175,161,19
251176,399,37
251177,431,4
251178,181,38
251179,137,27
251180,438,3
251181,414,5
251182,399,27
251183,106,14
251184,353,16
251185,206,40
251186,431,15
251187,392,9
251188,411,45
251189,454,12
251190,268,3
251191,267,42
251192,307,29
251193,440,46
251194,151,43
251195,393,30
251196,281,25
251197,423,6
251198,123,36
251199,313,26
251200,456,29
251201,284,40
251202,258,39
251203,394,15
251204,395,3
251205,201,31
251206,462,41
251207,413,13
251208,439,28
251209,360,21
251210,374,45
251211,342,46
251212,401,25
251213,220,36
251214,164,49
251215,477,20
251216,226,35
251217,375,4
251218,104,3
251219,410,8
251220,306,14
251221,238,20
251222,186,38
251223,106,11
251224,363,3
251225,270,26
251226,268,41
251227,487,13
251228,140,33
251229,437,8
251230,492,33
251231,314,6
251232,407,17
251233,242,13
251234,238,48
251235,477,50
251236,250,41
251237,410,24
251238,230,12
251239,393,25
251240,106,13
251241,417,49
251242,247,21
251243,386,39
251244,449,7
251245,405,1
251246,359,28
251247,263,13
251248,474,38
251249,309,10
251250,406,10
251251,487,2
251252,471,36
251253,153,32
251254,379,42
251255,382,26
251256,460,28
251257,487,21
251258,370,12
251259,266,47
251260,426,5
251261,148,18
251262,161,15
251263,271,19
251264,375,18
251265,143,49
251266,330,23
251267,242,26
251268,168,36
251269,257,44
251270,149,27
251271,423,4
251272,246,1
251273,336,19
251274,139,33
251275,302,8
251276,437,6
251277,336,26
251278,218,32
251279,107,40
251280,301,37
251281,350,49
251282,495,48
251283,166,16
251284,468,3
251285,335,36
251286,226,44
251287,467,19
251288,296,46
251289,451,36
251290,286,32
251291,157,1
251292,252,16
251293,373,44
251294,124,17
251295,252,29
251296,450,8
251297,194,46
251298,189,40
251299,351,18
251300,141,37
251301,136,40
251302,250,8
251303,204,48
251304,226,6
251305,495,23
251306,339,29
251307,221,38
251308,111,8
251309,350,31
251310,256,41
251311,130,1
251312,377,40
251313,271,4
251314,431,25
251315,141,38
251316,270,15
251317,121,18
251318,474,17
251319,390,12
251320,446,19
251321,313,24
251322,124,15
251323,480,20
251324,422,20
251325,268,8
251326,359,6
251327,490,42
251328,461,2
251329,403,25
251330,148,10
251331,165,32
251332,141,14
251333,410,30
251334,150,34
251335,201,3
251336,279,23
251337,387,3
251338,429,49
251339,256,8
251340,119,27
251341,241,25
251342,393,12
251343,246,13
251344,430,42
251345,245,8
251346,122,49
251347,194,11
251348,167,4
251349,214,44
251350,390,1
251351,256,38
251352,481,26
251353,323,2
251354,280,41
251355,167,16
251356,317,1
251357,174,25
251358,412,9
251359,206,44
251360,162,14
251361,154,10
251362,153,43
251363,271,3
251364,345,21
251365,291,1
251366,143,25
251367,107,7
251368,107,28
251369,144,23
251370,196,24
251371,100,27
251372,472,9
251373,294,34
251374,127,21
251375,267,12
251376,109,15
251377,384,41
251378,471,7
251379,313,19
251380,226,34
251381,389,35
251382,396,42
251383,392,3
251384,444,11
251385,198,46
251386,154,20
251387,199,47
251388,112,23
251389,360,41
251390,415,5
251391,264,15
251392,127,13
251393,391,35
251394,377,18
251395,485,47
251396,219,40
251397,296,27
251398,369,36
251399,432,21
251400,390,13
251401,178,9
251402,349,46
251403,362,17
251404,386,39
251405,234,13
251406,200,48
251407,360,48
251408,237,6
251409,174,41
251410,122,11
251411,352,39
251412,296,17
251413,116,17
251414,313,12
251415,480,32
251416,177,39
251417,431,28
251418,297,21
251419,255,31
251420,392,27
251421,376,26
251422,464,43
251423,346,40
251424,222,11
251425,255,21
251426,232,15
251427,147,28
251428,231,34
251429,311,35
251430,454,6
251431,395,41
251432,406,29
251433,495,34
251434,291,48
251435,478,28
251436,114,45
251437,265,26
251438,391,4
251439,302,46
251440,497,18
251441,243,45
251442,339,13
251443,402,1
251444,444,35
251445,246,27
251446,420,46
251447,254,2
251448,153,18
251449,223,38
251450,269,6
251451,305,32
251452,395,50
251453,191,3
251454,292,6
251455,338,38
251456,465,50
251457,228,33
251458,317,7
251459,161,2
251460,156,19
251461,402,36
251462,438,33
251463,381,48
251464,219,4
251465,232,26
251466,222,37
251467,134,4
251468,360,46
251469,207,38
251470,493,27
251471,371,23
251472,186,35
251473,396,19
251474,199,30
251475,123,46
251476,319,12
251477,457,18
251478,375,13
251479,496,22
251480,227,17
251481,431,12
251482,181,38
251483,265,20
251484,490,36
251485,217,37
251486,442,29
251487,362,5
251488,158,7
251489,234,16
251490,260,40
251491,219,16
251492,171,48
251493,448,41
251494,397,27
251495,269,44
251496,302,35
251497,436,45
251498,355,31
251499,328,49
251500,180,33
251501,145,46
251502,407,18
251503,110,44
251504,163,33
251505,220,18
251506,174,29
251507,418,50
251508,202,29
251509,213,27
251510,382,19
251511,311,35
251512,230,10
251513,334,18
251514,267,49
251515,217,7
251516,427,47
251517,105,40
251518,471,33
251519,413,33
251520,152,18
251521,261,19
251522,229,46
251523,331,4
251524,445,35
251525,165,25
251526,219,39
251527,222,50
251528,321,50
251529,290,13
251530,351,1
251531,365,17
251532,260,17
251533,167,41
251534,491,12
251535,291,27
251536,362,38
251537,362,44
251538,174,7
251539,220,49
251540,164,40
251541,468,18
251542,189,22
251543,404,34
251544,420,27
251545,432,2
251546,368,15
251547,445,5
251548,419,2
251549,142,6
251550,311,34
251551,241,3
251552,398,35
251553,469,37
251554,103,39
251555,283,2
251556,364,31
251557,232,23
251558,410,9
251559,217,33
251560,128,24
251561,429,18
251562,409,35
251563,314,32
251564,410,7
251565,139,41
251566,273,1
251567,175,5
251568,400,33
251569,263,44
251570,351,41
251571,280,11
251572,260,28
251573,371,39
251574,218,32
251575,123,25
251576,117,24
251577,334,50
251578,254,36
251579,343,39
251580,442,6
251581,176,33
251582,228,24
251583,339,10
251584,378,18
251585,159,37
251586,441,1
251587,319,33
251588,286,15
251589,487,31
251590,150,14
251591,485,34
251592,371,38
251593,368,23
251594,364,17
251595,221,46
251596,244,25
251597,240,43
251598,313,34
251599,427,17
251600,283,11
251601,113,22
251602,343,12
251603,238,8
251604,500,25
251605,423,29
251606,369,7
251607,230,8
251608,159,42
251609,394,15
251610,163,24
251611,311,44
251612,279,38
251613,365,20
251614,386,33
251615,239,2
251616,133,7
251617,271,28
251618,397,50
251619,114,26
251620,108,5
251621,124,32
251622,465,31
251623,321,6
251624,405,13
251625,199,1
251626,367,4
251627,273,12
251628,105,28
251629,402,10
251630,436,2
251631,387,7
251632,270,36
251633,396,10
251634,311,29
251635,391,43
251636,280,49
251637,182,24
251638,432,32
251639,130,5
251640,466,6
251641,494,26
251642,176,48
251643,300,23
251644,205,13
251645,355,28
251646,311,16
251647,396,37
251648,406,9
251649,436,39
251650,485,40
251651,263,12
251652,310,32
251653,348,27
251654,381,32
251655,324,44
251656,458,37
251657,252,15
251658,191,19
251659,296,39
251660,234,16
251661,443,15
251662,359,3
251663,191,39
251664,382,44
251665,383,17
251666,483,18
251667,334,25
251668,353,35
251669,251,44
251670,450,29
251671,301,48
251672,485,45
251673,218,7
251674,435,7
251675,213,25
251676,436,21
251677,459,31
251678,416,13
251679,115,15
251680,179,30
251681,136,26
251682,266,40
251683,347,10
251684,379,47
251685,398,35
251686,349,36
251687,101,41
251688,196,26
251689,182,50
251690,132,41
251691,450,45
251692,194,6
251693,286,29
251694,251,22
251695,127,8
251696,322,2
251697,330,29
251698,252,35
251699,382,26
251700,431,5
251701,289,13
251702,222,43
251703,417,42
251704,258,40
251705,303,1
251706,372,9
251707,297,50
251708,201,25
251709,456,5
251710,436,5
251711,407,38
251712,385,20
251713,380,22
251714,211,18
251715,111,12
251716,199,25
251717,325,8
251718,249,28
251719,347,9
251720,175,39
251721,412,20
251722,184,37
251723,442,37
251724,200,40
251725,173,37
251726,125,3
251727,413,46
251728,199,13
251729,449,18
251730,185,46
251731,134,1
251732,194,14
251733,298,19
251734,463,42
251735,179,21
251736,177,49
251737,442,7
251738,491,9
251739,129,12
251740,405,42
251741,324,7
251742,224,17
251743,180,19
251744,108,49
251745,313,30
251746,450,6
251747,289,45
251748,139,30
251749,257,2
251750,127,12
251751,159,23
251752,344,1
251753,152,5
251754,243,7
251755,318,16
251756,481,37
251757,274,6
251758,419,29
251759,199,31
251760,494,43
251761,101,49
251762,230,21
251763,293,10
251764,317,43
251765,131,19
251766,281,41
251767,452,40
251768,344,50
251769,419,8
251770,345,28
251771,390,13
251772,492,44
251773,352,21
251774,344,21
251775,442,1
251776,110,16
251777,267,5
251778,131,33
251779,444,1
251780,126,23
251781,430,39
251782,484,25
251783,177,12
251784,434,19
251785,167,37
251786,100,7
251787,387,36
251788,145,40
251789,264,33
251790,113,15
251791,271,31
251792,382,9
251793,374,19
251794,453,25
251795,493,33
251796,122,35
251797,193,10
251798,274,19
251799,128,15
251800,270,40
251801,359,11
251802,388,2
251803,334,34
251804,468,35
251805,497,31
251806,471,34
251807,460,49
251808,152,45
251809,300,23
251810,483,4
251811,107,31
251812,115,46
251813,372,17
251814,422,47
251815,487,20
251816,238,13
251817,235,20
251818,375,17
251819,163,48
251820,483,13
251821,385,13
251822,276,2
251823,306,27
251824,466,32
251825,459,46
251826,373,15
251827,159,39
251828,417,27
251829,314,42
251830,206,46
251831,436,44
251832,474,30
251833,205,41
251834,222,43
251835,469,30
251836,294,36
251837,429,30
251838,239,14
251839,333,34
251840,219,17
251841,467,8
251842,375,25
251843,443,26
251844,210,28
251845,215,10
251846,267,28
251847,164,11
251848,415,40
251849,392,17
251850,208,29
251851,426,2
251852,291,43
251853,165,16
251854,139,35
251855,314,44
251856,494,20
251857,331,11
251858,325,25
251859,214,1
251860,222,47
251861,398,30
251862,112,26
251863,115,43
251864,205,43
251865,417,29
251866,356,48
251867,209,21
251868,456,22
251869,416,26
251870,224,46
251871,267,25
251872,381,48
251873,325,45
251874,439,48
251875,101,35
251876,156,18
251877,158,19
251878,480,47
251879,434,36
251880,456,47
251881,103,14
251882,116,11
251883,310,38
251884,339,41
251885,310,34
251886,214,9
251887,295,32
251888,382,8
251889,105,33
251890,397,33
251891,245,36
251892,178,7
251893,310,7
251894,390,9
251895,162,16
251896,175,5
251897,329,42
251898,361,5
251899,341,50
251900,296,48
251901,421,43
251902,119,48
251903,460,35
251904,367,24
251905,193,19
251906,207,3
251907,473,37
251908,140,32
251909,297,48
251910,321,25
251911,214,4
251912,314,25
251913,207,14
251914,415,39
251915,140,34
251916,115,45
251917,176,44
251918,117,37
251919,493,45
251920,217,43
251921,164,34
251922,331,3
251923,288,7
251924,477,45
251925,260,36
251926,128,42
251927,486,9
251928,278,42
251929,362,22
251930,484,33
251931,329,8
251932,225,36
251933,287,16
251934,366,18
251935,153,9
251936,249,49
251937,426,40
251938,130,2
251939,223,2
251940,217,37
251941,446,42
251942,348,31
251943,297,26
251944,295,43
251945,408,50
251946,370,23
251947,121,19
251948,423,24
251949,486,8
251950,112,5
251951,346,6
251952,361,46
251953,299,48
251954,457,9
251955,249,35
251956,252,20
251957,433,21
251958,476,17
251959,264,8
251960,144,32
251961,156,43
251962,136,29
251963,365,13
251964,441,42
251965,139,23
251966,253,43
251967,339,40
251968,393,39
251969,283,19
251970,489,21
251971,374,28
251972,217,10
251973,223,16
251974,359,3
251975,313,35
251976,148,28
251977,322,31
251978,356,39
251979,242,26
251980,114,24
251981,161,24
251982,263,8
251983,340,28
251984,295,35
251985,435,29
251986,228,49
251987,379,29
251988,382,13
251989,444,28
251990,466,18
251991,156,16
251992,185,31
251993,148,6
251994,430,29
