click_id,banner_id,campaign_id
190257,480,37
190258,455,23
190259,210,12
190260,327,36
190261,263,50
190262,112,19
190263,105,13
190264,203,40
190265,303,3
190266,301,43
190267,176,25
190268,430,38
190269,426,44
190270,289,50
190271,159,18
190272,436,40
190273,155,42
190274,379,34
190275,179,9
190276,376,29
190277,429,22
190278,148,42
190279,315,26
190280,243,16
190281,265,42
190282,223,11
190283,329,13
190284,303,34
190285,222,25
190286,397,19
190287,149,7
190288,140,14
190289,259,27
190290,196,46
190291,101,14
190292,482,41
190293,407,49
190294,168,32
190295,100,46
190296,132,7
190297,274,8
190298,209,37
190299,462,38
190300,104,8
190301,149,14
190302,475,33
190303,268,34
190304,168,14
190305,433,20
190306,379,24
190307,470,48
190308,407,43
190309,191,29
190310,179,36
190311,136,34
190312,242,39
190313,287,6
190314,197,1
190315,350,18
190316,119,7
190317,378,35
190318,351,1
190319,471,30
190320,397,39
190321,241,33
190322,495,49
190323,382,10
190324,255,11
190325,424,50
190326,310,2
190327,424,1
190328,480,9
190329,142,18
190330,244,9
190331,112,43
190332,317,1
190333,217,50
190334,289,32
190335,167,18
190336,318,3
190337,207,28
190338,335,7
190339,445,37
190340,347,23
190341,331,21
190342,321,6
190343,494,44
190344,447,22
190345,112,42
190346,492,7
190347,213,9
190348,476,13
190349,294,12
190350,330,39
190351,487,35
190352,106,27
190353,281,12
190354,481,19
190355,220,9
190356,458,7
190357,372,12
190358,375,46
190359,212,26
190360,452,36
190361,286,22
190362,160,33
190363,175,1
190364,217,36
190365,229,47
190366,106,38
190367,459,25
190368,259,30
190369,373,49
190370,201,16
190371,425,26
190372,256,8
190373,370,8
190374,461,14
190375,300,3
190376,400,11
190377,492,42
190378,113,34
190379,253,19
190380,238,29
190381,214,34
190382,147,49
190383,494,34
190384,261,12
190385,240,5
190386,355,31
190387,157,10
190388,109,29
190389,128,43
190390,415,21
190391,146,1
190392,402,21
190393,225,45
190394,400,21
190395,372,22
190396,476,50
190397,290,29
190398,157,26
190399,415,12
190400,499,38
190401,206,45
190402,107,22
190403,237,2
190404,295,50
190405,318,5
190406,186,28
190407,294,40
190408,421,28
190409,224,9
190410,332,46
190411,193,22
190412,406,39
190413,365,31
190414,265,31
190415,226,45
190416,189,26
190417,329,21
190418,220,9
190419,445,5
190420,357,46
190421,201,28
190422,262,34
190423,491,26
190424,200,3
190425,362,42
190426,205,35
190427,448,22
190428,392,14
190429,166,30
190430,159,24
190431,247,1
190432,199,15
190433,113,22
190434,355,21
190435,117,44
190436,484,24
190437,175,40
190438,310,49
190439,483,34
190440,393,9
190441,195,40
190442,342,49
190443,213,12
190444,341,12
190445,480,36
190446,389,1
190447,180,41
190448,185,39
190449,344,33
190450,179,2
190451,439,27
190452,389,4
190453,115,11
190454,449,12
190455,254,29
190456,283,35
190457,341,40
190458,401,30
190459,325,3
190460,305,1
190461,442,8
190462,341,44
190463,334,47
190464,106,6
190465,346,15
190466,237,21
190467,366,18
190468,324,42
190469,111,29
190470,337,41
190471,378,24
190472,290,32
190473,150,7
190474,130,1
190475,417,39
190476,483,18
190477,176,6
190478,206,8
190479,491,3
190480,115,9
190481,428,47
190482,155,12
190483,221,11
190484,323,16
190485,250,5
190486,311,29
190487,377,8
190488,453,48
190489,326,12
190490,471,35
190491,237,1
190492,112,18
190493,245,34
190494,283,30
190495,305,11
190496,422,40
190497,461,7
190498,490,24
190499,330,44
190500,102,48
190501,428,37
190502,481,34
190503,324,13
190504,338,27
190505,252,19
190506,477,14
190507,216,26
190508,350,40
190509,229,15
190510,295,25
190511,465,3
190512,144,49
190513,172,21
190514,259,14
190515,271,23
190516,357,21
190517,487,40
190518,371,22
190519,107,24
190520,174,20
190521,243,34
190522,383,48
190523,140,48
190524,177,2
190525,173,26
190526,427,38
190527,277,8
190528,435,42
190529,220,33
190530,394,4
190531,225,29
190532,383,47
190533,492,31
190534,161,10
190535,160,46
190536,465,32
190537,174,8
190538,146,44
190539,209,16
190540,340,34
190541,419,49
190542,497,31
190543,260,40
190544,115,6
190545,311,5
190546,171,41
190547,338,9
190548,321,16
190549,421,19
190550,117,24
190551,246,26
190552,424,39
190553,346,4
190554,201,11
190555,135,23
190556,496,36
190557,224,42
190558,276,39
190559,314,28
190560,494,29
190561,178,10
190562,409,35
190563,166,13
190564,412,9
190565,111,34
190566,208,25
190567,214,8
190568,430,19
190569,283,2
190570,226,35
190571,497,42
190572,136,39
190573,500,16
190574,166,23
190575,100,28
190576,352,8
190577,451,30
190578,144,33
190579,323,31
190580,486,32
190581,395,22
190582,398,32
190583,316,10
190584,115,34
190585,472,9
190586,366,15
190587,117,6
190588,460,49
190589,217,12
190590,240,2
190591,262,11
190592,422,12
190593,217,8
190594,347,44
190595,452,30
190596,373,37
190597,309,19
190598,140,33
190599,481,19
190600,328,1
190601,246,5
190602,163,21
190603,118,50
190604,385,37
190605,468,46
190606,124,13
190607,157,40
190608,175,28
190609,177,47
190610,122,31
190611,432,29
190612,478,17
190613,216,35
190614,112,28
190615,387,22
190616,352,20
190617,144,2
190618,276,48
190619,201,22
190620,303,13
190621,180,19
190622,449,40
190623,401,44
190624,193,25
190625,360,9
190626,388,17
190627,109,29
190628,262,1
190629,297,47
190630,155,38
190631,495,10
190632,411,33
190633,397,25
190634,351,8
190635,428,29
190636,452,35
190637,289,33
190638,349,1
190639,190,40
190640,131,7
190641,477,42
190642,412,42
190643,313,2
190644,198,19
190645,204,40
190646,483,21
190647,372,23
190648,248,10
190649,166,1
190650,266,12
190651,205,12
190652,225,13
190653,494,7
190654,100,1
190655,493,50
190656,402,32
190657,301,23
190658,495,17
190659,288,30
190660,119,15
190661,238,7
190662,248,48
190663,398,7
190664,244,26
190665,390,26
190666,366,27
190667,310,9
190668,144,6
190669,151,50
190670,403,24
190671,234,14
190672,339,47
190673,306,38
190674,330,15
190675,271,37
190676,244,48
190677,113,20
190678,204,43
190679,237,31
190680,310,17
190681,457,25
190682,320,45
190683,455,27
190684,318,18
190685,286,36
190686,339,15
190687,452,50
190688,313,25
190689,478,10
190690,102,2
190691,158,50
190692,268,1
190693,158,40
190694,349,2
190695,146,15
190696,116,1
190697,271,18
190698,254,35
190699,437,32
190700,358,28
190701,395,40
190702,475,45
190703,338,10
190704,227,31
190705,180,25
190706,151,8
190707,211,5
190708,104,10
190709,275,25
190710,233,28
190711,421,8
190712,157,29
190713,305,14
190714,357,44
190715,378,3
190716,367,35
190717,182,11
190718,255,2
190719,497,19
190720,499,15
190721,169,35
190722,497,41
190723,141,18
190724,482,18
190725,390,48
190726,361,44
190727,374,21
190728,377,40
190729,422,32
190730,219,8
190731,495,42
190732,107,41
190733,298,38
190734,301,37
190735,154,32
190736,354,1
190737,240,42
190738,192,20
190739,257,25
190740,408,31
190741,245,34
190742,164,44
190743,472,21
190744,422,38
190745,396,31
190746,191,10
190747,495,43
190748,481,49
190749,236,1
190750,412,20
190751,209,16
190752,406,28
190753,147,20
190754,450,40
190755,252,6
190756,217,16
190757,231,12
190758,253,28
190759,195,10
190760,204,26
190761,182,42
190762,136,22
190763,408,43
190764,229,34
190765,238,50
190766,263,12
190767,131,11
190768,139,25
190769,127,48
190770,114,35
190771,392,13
190772,330,48
190773,367,33
190774,165,21
190775,263,40
190776,224,2
190777,282,42
190778,467,35
190779,294,39
190780,278,20
190781,385,41
190782,360,12
190783,257,36
190784,433,22
190785,289,47
190786,106,27
190787,189,35
190788,493,5
190789,454,14
190790,204,21
190791,357,14
190792,378,35
190793,199,4
190794,295,16
190795,160,42
190796,258,16
190797,161,17
190798,283,9
190799,426,20
190800,284,50
190801,310,5
190802,142,41
190803,167,19
190804,496,12
190805,270,38
190806,351,33
190807,323,17
190808,112,12
190809,302,44
190810,389,10
190811,435,9
190812,169,13
190813,376,8
190814,245,42
190815,273,21
190816,121,39
190817,154,49
190818,358,31
190819,304,35
190820,141,1
190821,419,31
190822,289,46
190823,128,34
190824,484,21
190825,276,1
190826,361,15
190827,214,10
190828,466,44
190829,481,9
190830,328,13
190831,246,15
190832,452,23
190833,109,31
190834,363,40
190835,333,16
190836,292,7
190837,209,49
190838,258,37
190839,143,46
190840,448,49
190841,132,43
190842,319,47
190843,398,14
190844,349,31
190845,242,28
190846,336,8
190847,155,10
190848,294,16
190849,127,25
190850,276,22
190851,186,19
190852,171,18
190853,390,50
190854,354,47
190855,166,40
190856,225,33
190857,234,36
190858,170,40
190859,303,10
190860,462,42
190861,422,42
190862,268,46
190863,160,23
190864,165,6
190865,125,19
190866,342,17
190867,375,3
190868,330,24
190869,430,14
190870,222,4
190871,138,11
190872,143,20
190873,471,17
190874,316,6
190875,252,5
190876,468,9
190877,238,1
190878,328,45
190879,273,15
190880,137,30
190881,116,28
190882,213,12
190883,283,44
190884,224,8
190885,113,1
190886,202,26
190887,435,17
190888,190,30
190889,143,49
190890,422,20
190891,383,8
190892,301,25
190893,358,40
190894,365,39
190895,255,47
190896,263,20
190897,377,18
190898,190,45
190899,188,37
190900,158,31
190901,426,22
190902,173,9
190903,146,15
190904,296,11
190905,355,17
190906,309,16
190907,372,20
190908,438,16
190909,494,43
190910,253,20
190911,176,11
190912,180,2
190913,257,31
190914,140,9
190915,141,4
190916,300,43
190917,423,49
190918,168,49
190919,493,37
190920,244,2
190921,116,20
190922,118,44
190923,313,18
190924,402,15
190925,100,29
190926,139,25
190927,164,22
190928,362,47
190929,459,26
190930,436,21
190931,210,11
190932,183,26
190933,411,35
190934,121,43
190935,127,33
190936,133,16
190937,122,6
190938,489,43
190939,352,21
190940,463,44
190941,463,21
190942,188,27
190943,329,32
190944,471,3
190945,346,19
190946,314,24
190947,401,27
190948,145,35
190949,245,5
190950,266,5
190951,307,46
190952,146,41
190953,221,13
190954,126,48
190955,285,8
190956,495,4
190957,380,12
190958,318,27
190959,362,34
190960,335,13
190961,188,15
190962,174,1
190963,136,32
190964,269,3
190965,391,15
190966,129,27
190967,195,23
190968,268,50
190969,177,13
190970,210,45
190971,374,50
190972,431,28
190973,219,13
190974,415,10
190975,135,7
190976,308,15
190977,301,3
190978,152,12
190979,284,4
190980,277,28
190981,447,24
190982,249,31
190983,156,28
190984,131,32
190985,407,23
190986,258,19
190987,284,5
190988,309,29
190989,458,30
190990,287,5
190991,148,1
190992,473,47
190993,235,21
190994,234,20
190995,409,17
190996,453,13
190997,325,3
190998,327,30
190999,105,43
191000,218,34
191001,254,30
191002,242,6
191003,418,35
191004,469,22
191005,222,4
191006,384,17
191007,236,16
191008,310,2
191009,174,20
191010,295,10
191011,219,40
191012,333,35
191013,287,31
191014,470,4
191015,462,13
191016,140,13
191017,199,12
191018,342,20
191019,363,4
191020,372,20
191021,465,23
191022,182,43
191023,499,43
191024,452,11
191025,184,36
191026,486,12
191027,398,14
191028,476,39
191029,154,20
191030,157,37
191031,313,45
191032,279,5
191033,374,18
191034,207,41
191035,251,45
191036,422,16
191037,347,10
191038,187,48
191039,145,1
191040,390,17
191041,484,49
191042,148,28
191043,132,15
191044,185,41
191045,206,32
191046,187,49
191047,432,22
191048,258,28
191049,179,42
191050,410,8
191051,291,10
191052,389,22
191053,366,11
191054,462,31
191055,158,15
191056,477,47
191057,295,24
191058,497,13
191059,368,46
191060,255,48
191061,385,28
191062,188,25
191063,456,40
191064,406,45
191065,151,21
191066,436,44
191067,177,22
191068,192,40
191069,321,49
191070,276,44
191071,241,7
191072,393,42
191073,464,30
191074,418,24
191075,358,5
191076,342,10
191077,331,14
191078,253,42
191079,482,28
191080,175,17
191081,154,5
191082,298,28
191083,378,21
191084,342,31
191085,219,31
191086,348,11
191087,471,44
191088,227,14
191089,381,33
191090,223,17
191091,186,40
191092,226,34
191093,330,49
191094,466,1
191095,484,27
191096,201,25
191097,354,1
191098,165,8
191099,381,25
191100,338,27
191101,337,15
191102,206,48
191103,378,27
191104,136,11
191105,470,44
191106,353,13
191107,369,33
191108,345,39
191109,329,25
191110,168,29
191111,178,42
191112,189,37
191113,420,10
191114,416,41
191115,349,5
191116,391,16
191117,331,17
191118,316,17
191119,102,21
191120,209,34
191121,235,8
191122,197,50
191123,215,4
191124,280,5
191125,296,21
191126,220,26
191127,207,19
191128,445,15
191129,156,29
191130,166,31
191131,373,13
191132,335,25
191133,314,27
191134,499,39
191135,281,49
191136,366,38
191137,404,50
191138,115,3
191139,374,48
191140,411,2
191141,438,27
191142,362,16
191143,255,32
191144,467,3
191145,367,20
191146,339,15
191147,395,7
191148,347,17
191149,148,28
191150,499,5
191151,227,29
191152,377,17
191153,220,1
191154,189,22
191155,186,32
191156,263,23
191157,400,4
191158,305,21
191159,214,1
191160,246,15
191161,469,27
191162,287,46
191163,134,31
191164,180,1
191165,200,3
191166,149,12
191167,149,19
191168,488,28
191169,272,15
191170,447,12
191171,126,42
191172,400,26
191173,297,34
191174,121,47
191175,435,17
191176,293,48
191177,353,40
191178,149,42
191179,447,36
191180,148,28
191181,165,5
191182,386,26
191183,177,17
191184,342,29
191185,428,15
191186,456,41
191187,424,46
191188,329,14
191189,422,19
191190,365,24
191191,210,21
191192,391,46
191193,236,24
191194,101,47
191195,168,2
191196,212,36
191197,291,15
191198,188,31
191199,289,29
191200,100,28
191201,265,1
191202,302,12
191203,234,6
191204,294,47
191205,467,14
191206,287,9
191207,121,41
191208,274,34
191209,494,10
191210,473,45
191211,229,25
191212,477,12
191213,498,35
191214,380,4
191215,460,7
191216,143,7
191217,121,15
191218,294,11
191219,351,6
191220,172,42
191221,191,36
191222,145,21
191223,136,37
191224,397,5
191225,359,22
191226,173,29
191227,216,38
191228,372,18
191229,404,4
191230,103,33
191231,334,13
191232,177,5
191233,331,15
191234,102,50
191235,404,20
191236,480,31
191237,336,27
191238,433,36
191239,485,12
191240,383,34
191241,190,17
191242,417,24
191243,473,12
191244,366,10
191245,278,15
191246,371,37
191247,150,28
191248,148,6
191249,180,48
191250,329,50
191251,424,37
191252,432,26
191253,265,15
191254,274,44
191255,324,5
191256,127,36
191257,395,12
191258,229,44
191259,101,12
191260,176,16
191261,254,44
191262,438,26
191263,392,3
191264,323,21
191265,388,32
191266,464,20
191267,340,1
191268,370,13
191269,259,5
191270,353,22
191271,302,17
191272,114,20
191273,100,25
191274,304,20
191275,426,6
191276,445,41
191277,127,36
191278,242,33
191279,411,38
191280,145,18
191281,495,42
191282,161,50
191283,417,16
191284,383,10
191285,259,48
191286,141,7
191287,174,50
191288,258,45
191289,202,29
191290,126,14
191291,121,33
191292,444,48
191293,377,14
191294,451,23
191295,224,34
191296,147,7
191297,291,47
191298,132,44
191299,476,48
191300,386,4
191301,323,13
191302,434,27
191303,127,50
191304,345,34
191305,148,46
191306,108,48
191307,388,36
191308,228,38
191309,399,18
191310,468,46
191311,363,46
191312,474,5
191313,402,9
191314,323,11
191315,105,37
191316,339,17
191317,316,19
191318,190,28
191319,282,26
191320,174,21
191321,268,20
191322,444,44
191323,388,9
191324,491,4
191325,127,2
191326,187,34
191327,196,12
191328,494,31
191329,243,27
191330,372,31
191331,410,9
191332,274,30
191333,335,45
191334,132,41
191335,409,34
191336,427,16
191337,302,19
191338,445,7
191339,106,39
191340,378,24
191341,356,2
191342,382,15
191343,395,27
191344,421,38
191345,448,21
191346,237,42
191347,360,15
191348,266,36
191349,416,17
191350,380,49
191351,470,6
191352,168,8
191353,280,28
191354,388,3
191355,248,2
191356,243,15
191357,450,48
191358,357,6
191359,184,32
191360,243,37
191361,143,32
191362,497,35
191363,409,16
191364,162,33
191365,304,14
191366,194,8
191367,114,11
191368,430,20
191369,313,10
191370,410,24
191371,202,47
191372,146,35
191373,278,13
191374,378,22
191375,373,18
191376,310,2
191377,486,44
191378,258,43
191379,366,50
191380,453,39
191381,382,4
191382,369,1
191383,469,31
191384,154,20
191385,240,29
191386,344,15
191387,362,47
191388,185,20
191389,455,24
191390,467,20
191391,262,29
191392,492,9
191393,289,21
191394,212,5
191395,267,2
191396,107,44
191397,171,18
191398,377,26
191399,287,5
191400,265,42
191401,452,15
191402,173,11
191403,146,1
191404,257,20
191405,275,47
191406,305,33
191407,484,3
191408,309,7
191409,401,50
191410,252,20
191411,489,34
191412,161,45
191413,423,19
191414,161,23
191415,193,14
191416,363,10
191417,379,8
191418,137,41
191419,466,19
191420,272,13
191421,123,1
191422,486,43
191423,395,50
191424,378,49
191425,238,46
191426,203,2
191427,114,49
191428,121,30
191429,179,17
191430,331,6
191431,445,29
191432,217,26
191433,157,37
191434,236,4
191435,493,7
191436,499,35
191437,498,40
191438,420,38
191439,396,3
191440,232,2
191441,465,28
191442,472,33
191443,302,31
191444,318,50
191445,480,16
191446,347,34
191447,270,18
191448,176,45
191449,160,49
191450,117,35
191451,226,9
191452,355,50
191453,478,27
191454,171,38
191455,318,39
191456,417,34
191457,398,28
191458,409,1
191459,409,1
191460,270,18
191461,150,35
191462,319,15
191463,229,2
191464,126,37
191465,435,13
191466,393,18
191467,119,3
191468,183,18
191469,256,49
191470,342,48
191471,141,8
191472,218,7
191473,246,2
191474,311,41
191475,306,18
191476,105,7
191477,405,18
191478,173,26
191479,100,48
191480,485,2
191481,424,10
191482,103,38
191483,427,6
191484,307,2
191485,307,34
191486,198,28
191487,436,8
191488,447,25
191489,365,47
191490,295,25
191491,257,22
191492,340,8
191493,323,26
191494,395,35
191495,434,27
191496,297,9
191497,432,22
191498,425,29
191499,467,46
191500,359,3
191501,215,4
191502,101,29
191503,295,21
191504,400,7
191505,101,10
191506,439,32
191507,264,15
191508,215,50
191509,457,24
191510,254,44
191511,304,47
191512,480,30
191513,356,35
191514,384,37
191515,175,16
191516,434,14
191517,386,16
191518,299,28
191519,459,10
191520,444,4
191521,209,33
191522,274,46
191523,222,7
191524,419,45
191525,407,24
191526,298,12
191527,105,31
191528,362,31
191529,351,40
191530,403,25
191531,397,39
191532,297,33
191533,266,2
191534,457,24
191535,197,24
191536,118,42
191537,435,6
191538,168,14
191539,414,10
191540,287,4
191541,156,46
191542,348,6
191543,358,24
191544,448,46
191545,486,12
191546,197,7
191547,271,28
191548,273,4
191549,464,33
191550,329,26
191551,134,23
191552,254,5
191553,235,23
191554,412,42
191555,479,27
191556,273,18
191557,401,12
191558,268,25
191559,213,39
191560,471,38
191561,340,48
191562,256,28
191563,185,44
191564,161,1
191565,412,11
191566,414,14
191567,327,7
191568,388,50
191569,486,20
191570,316,48
191571,304,6
191572,176,42
191573,324,5
191574,494,22
191575,110,34
191576,333,11
191577,199,6
191578,404,48
191579,153,35
191580,308,16
191581,241,31
191582,325,5
191583,244,47
191584,244,5
191585,464,50
191586,216,36
191587,104,15
191588,470,2
191589,142,17
191590,428,19
191591,386,20
191592,357,28
191593,168,31
191594,370,12
191595,495,28
191596,493,21
191597,386,14
191598,370,13
191599,308,40
191600,397,44
191601,291,14
191602,282,21
191603,273,30
191604,234,9
191605,149,16
191606,244,21
191607,106,49
191608,372,46
191609,214,31
191610,254,39
191611,349,1
191612,186,10
191613,233,28
191614,269,40
191615,323,38
191616,405,21
191617,461,33
191618,242,2
191619,404,4
191620,326,20
191621,304,6
191622,250,5
191623,247,34
191624,332,46
191625,182,7
191626,224,47
191627,182,39
191628,143,6
191629,403,47
191630,239,25
191631,191,29
191632,286,42
191633,442,20
191634,432,25
191635,388,12
191636,450,48
191637,488,5
191638,467,33
191639,118,9
191640,182,2
191641,104,24
191642,283,3
191643,391,12
191644,241,31
191645,309,31
191646,191,21
191647,248,33
191648,241,30
191649,368,23
191650,129,40
191651,427,9
191652,414,48
191653,277,9
191654,197,48
191655,136,41
191656,283,40
191657,146,2
191658,359,47
191659,116,12
191660,227,12
191661,151,24
191662,368,2
191663,121,34
191664,294,2
191665,260,12
191666,248,23
191667,205,1
191668,338,6
191669,373,43
191670,382,4
191671,127,48
191672,328,42
191673,267,1
191674,186,11
191675,456,11
191676,412,45
191677,293,27
191678,139,45
191679,495,25
191680,270,29
191681,341,43
191682,401,9
191683,381,45
191684,419,40
191685,116,6
191686,404,15
191687,198,10
191688,438,11
191689,391,13
191690,244,44
191691,429,2
191692,241,26
191693,206,16
191694,497,13
191695,145,44
191696,199,9
191697,278,26
191698,357,43
191699,265,38
191700,275,33
191701,361,21
191702,415,48
191703,159,8
191704,345,35
191705,431,1
191706,472,19
191707,371,23
191708,273,43
191709,342,41
191710,166,39
191711,470,44
191712,460,26
191713,264,43
191714,298,16
191715,181,43
191716,378,25
191717,192,24
191718,478,34
191719,471,46
191720,304,10
191721,190,11
191722,173,38
191723,298,9
191724,112,41
191725,410,8
191726,377,13
191727,410,28
191728,192,19
191729,288,18
191730,258,26
191731,272,39
191732,141,36
191733,486,41
191734,133,16
191735,223,32
191736,264,48
191737,261,37
191738,434,19
191739,344,19
191740,296,27
191741,237,7
191742,283,39
191743,432,45
191744,454,7
191745,187,10
191746,237,16
191747,276,34
191748,275,23
191749,498,5
191750,442,29
191751,284,11
191752,260,20
191753,271,38
191754,165,17
191755,399,9
191756,435,37
191757,219,20
191758,172,7
191759,374,35
191760,284,36
191761,204,5
191762,116,24
191763,273,12
191764,235,12
191765,402,41
191766,306,35
191767,333,48
191768,448,47
191769,248,6
191770,356,17
191771,262,22
191772,373,15
191773,118,19
191774,329,9
191775,461,5
191776,475,1
191777,211,4
191778,371,6
191779,166,25
191780,187,4
191781,224,23
191782,451,18
191783,163,18
191784,435,43
191785,443,32
191786,393,12
191787,339,12
191788,143,47
191789,178,14
191790,242,44
191791,465,18
191792,188,9
191793,418,43
191794,136,50
191795,149,14
191796,257,8
191797,309,41
191798,221,12
191799,427,18
191800,121,7
191801,320,44
191802,388,31
191803,228,37
191804,250,7
191805,461,38
191806,190,32
191807,452,12
191808,263,45
191809,370,43
191810,234,22
191811,225,50
191812,276,37
191813,234,38
191814,445,13
191815,500,33
191816,314,24
191817,132,15
191818,362,33
191819,176,48
191820,497,35
191821,193,22
191822,432,34
191823,367,11
191824,384,38
191825,109,4
191826,130,2
191827,242,24
191828,420,37
191829,282,38
191830,461,26
191831,195,33
191832,345,28
191833,219,30
191834,121,44
191835,379,23
191836,407,33
191837,246,34
191838,247,41
191839,388,5
191840,362,5
191841,463,24
191842,252,31
191843,474,34
191844,367,12
191845,174,24
191846,155,10
191847,184,17
191848,406,6
191849,455,11
191850,283,40
191851,422,34
191852,298,9
191853,388,18
191854,336,7
191855,433,22
191856,284,20
191857,297,4
191858,412,37
191859,432,32
191860,177,32
191861,304,41
191862,280,21
191863,218,41
191864,160,47
191865,448,6
191866,155,42
191867,266,38
191868,325,8
191869,229,46
191870,345,40
191871,222,44
191872,214,17
191873,200,18
191874,109,4
191875,488,50
191876,291,37
191877,208,27
191878,309,18
191879,465,41
191880,201,33
191881,162,44
191882,378,9
191883,347,25
191884,349,11
191885,410,28
191886,313,5
191887,151,45
191888,232,12
191889,330,42
191890,119,9
191891,486,27
191892,438,43
191893,499,5
191894,358,10
191895,478,4
191896,446,9
191897,336,16
191898,360,26
191899,484,24
191900,486,26
191901,492,6
191902,363,43
191903,121,36
191904,366,31
191905,352,17
191906,464,30
191907,159,39
191908,423,36
191909,279,6
191910,345,35
191911,380,35
191912,485,47
191913,278,1
191914,349,49
191915,254,4
191916,452,20
191917,102,12
191918,268,49
191919,215,4
191920,345,8
191921,416,36
191922,441,20
191923,174,46
191924,144,10
191925,183,1
191926,114,39
191927,161,18
191928,143,42
191929,323,14
191930,179,18
191931,231,37
191932,239,7
191933,444,40
191934,238,45
191935,302,22
191936,421,28
191937,458,9
191938,231,29
191939,378,45
191940,296,38
191941,407,45
191942,416,26
191943,275,43
191944,160,40
191945,194,47
191946,409,48
191947,267,34
191948,362,15
191949,397,6
191950,181,21
191951,151,40
191952,474,10
191953,389,47
191954,364,22
191955,237,37
191956,110,38
191957,297,2
191958,360,12
191959,327,4
191960,443,11
191961,279,12
191962,358,32
191963,329,27
191964,143,26
191965,418,47
191966,237,40
191967,130,46
191968,214,5
191969,471,18
191970,245,48
191971,193,46
191972,110,24
191973,124,33
191974,492,1
191975,401,6
191976,100,45
191977,362,7
191978,414,28
191979,273,33
191980,430,46
191981,352,15
191982,114,50
191983,500,16
191984,388,40
191985,152,46
191986,190,11
191987,275,50
191988,433,21
191989,397,17
191990,416,10
191991,207,27
191992,131,42
191993,221,30
191994,114,14
