click_id,banner_id,campaign_id
150245,110,27
150246,489,49
150247,222,35
150248,185,32
150249,264,18
150250,450,43
150251,348,10
150252,351,14
150253,471,25
150254,438,40
150255,450,27
150256,444,1
150257,494,11
150258,430,45
150259,329,28
150260,110,36
150261,436,17
150262,284,40
150263,409,11
150264,159,16
150265,482,40
150266,487,30
150267,253,17
150268,172,31
150269,345,47
150270,294,11
150271,237,14
150272,495,33
150273,353,16
150274,220,13
150275,185,25
150276,449,23
150277,291,25
150278,176,37
150279,318,11
150280,450,21
150281,418,18
150282,297,4
150283,433,15
150284,483,13
150285,438,33
150286,300,6
150287,331,40
150288,241,14
150289,420,17
150290,306,10
150291,372,10
150292,466,50
150293,243,50
150294,190,38
150295,409,5
150296,370,18
150297,151,35
150298,196,22
150299,404,27
150300,174,24
150301,497,9
150302,391,17
150303,150,37
150304,195,24
150305,128,42
150306,392,30
150307,341,1
150308,255,50
150309,337,45
150310,175,21
150311,275,43
150312,263,8
150313,111,45
150314,173,1
150315,413,11
150316,273,12
150317,182,31
150318,460,29
150319,352,1
150320,272,17
150321,130,49
150322,461,37
150323,122,15
150324,308,28
150325,368,22
150326,438,29
150327,187,19
150328,255,49
150329,177,14
150330,498,36
150331,349,43
150332,221,34
150333,462,28
150334,453,5
150335,406,27
150336,418,48
150337,175,42
150338,120,38
150339,270,27
150340,390,14
150341,197,2
150342,355,48
150343,436,5
150344,225,33
150345,212,8
150346,342,5
150347,310,18
150348,482,19
150349,460,48
150350,200,43
150351,455,8
150352,284,6
150353,237,20
150354,133,12
150355,300,2
150356,415,28
150357,268,49
150358,453,15
150359,431,18
150360,492,23
150361,435,36
150362,474,28
150363,366,19
150364,465,20
150365,393,50
150366,118,24
150367,477,13
150368,404,7
150369,443,48
150370,464,11
150371,366,4
150372,246,34
150373,245,35
150374,461,15
150375,166,43
150376,217,44
150377,202,8
150378,269,24
150379,303,37
150380,485,6
150381,497,29
150382,252,31
150383,490,40
150384,446,20
150385,207,3
150386,295,18
150387,209,32
150388,338,30
150389,325,49
150390,384,36
150391,390,32
150392,244,18
150393,372,48
150394,412,8
150395,221,4
150396,487,32
150397,317,37
150398,400,46
150399,311,49
150400,340,34
150401,100,3
150402,172,14
150403,486,15
150404,308,32
150405,140,12
150406,259,40
150407,394,13
150408,416,17
150409,407,28
150410,172,2
150411,162,30
150412,144,5
150413,177,23
150414,466,8
150415,200,16
150416,176,33
150417,357,49
150418,161,35
150419,278,4
150420,181,16
150421,443,28
150422,226,27
150423,212,48
150424,473,27
150425,386,31
150426,109,9
150427,192,49
150428,269,32
150429,202,42
150430,411,14
150431,445,8
150432,402,28
150433,345,37
150434,257,18
150435,118,28
150436,334,30
150437,200,9
150438,470,8
150439,337,38
150440,170,12
150441,378,4
150442,214,50
150443,143,8
150444,212,28
150445,115,5
150446,207,21
150447,124,16
150448,278,14
150449,454,41
150450,166,22
150451,323,38
150452,319,48
150453,404,19
150454,285,35
150455,319,18
150456,166,19
150457,190,2
150458,451,31
150459,444,11
150460,334,49
150461,238,40
150462,168,50
150463,196,1
150464,321,46
150465,171,20
150466,439,30
150467,497,46
150468,407,3
150469,232,26
150470,337,49
150471,238,9
150472,328,33
150473,448,39
150474,305,1
150475,408,14
150476,438,33
150477,485,25
150478,206,29
150479,293,13
150480,426,6
150481,338,22
150482,284,31
150483,130,12
150484,226,13
150485,128,20
150486,122,46
150487,422,26
150488,189,23
150489,495,29
150490,442,7
150491,212,30
150492,279,50
150493,463,22
150494,241,4
150495,229,29
150496,110,3
150497,424,36
150498,304,38
150499,260,48
150500,228,34
150501,225,44
150502,173,16
150503,415,41
150504,411,29
150505,331,45
150506,321,13
150507,414,10
150508,372,49
150509,148,27
150510,100,39
150511,343,23
150512,207,42
150513,494,14
150514,404,36
150515,325,41
150516,431,26
150517,224,41
150518,207,29
150519,157,25
150520,370,43
150521,419,48
150522,188,21
150523,466,8
150524,228,3
150525,291,21
150526,407,31
150527,301,20
150528,130,31
150529,193,2
150530,134,10
150531,368,38
150532,408,16
150533,454,38
150534,209,48
150535,439,28
150536,474,45
150537,300,37
150538,241,25
150539,388,47
150540,116,24
150541,215,46
150542,228,42
150543,224,48
150544,334,3
150545,328,31
150546,110,16
150547,384,31
150548,294,21
150549,154,17
150550,303,5
150551,319,12
150552,456,39
150553,204,40
150554,100,35
150555,367,8
150556,497,49
150557,459,32
150558,417,28
150559,469,25
150560,231,24
150561,288,43
150562,223,37
150563,273,25
150564,155,13
150565,152,47
150566,378,5
150567,193,19
150568,472,50
150569,425,34
150570,298,28
150571,363,33
150572,187,12
150573,217,47
150574,348,27
150575,282,6
150576,135,36
150577,343,41
150578,168,26
150579,292,6
150580,479,19
150581,365,28
150582,131,31
150583,461,20
150584,470,46
150585,299,19
150586,301,14
150587,276,33
150588,211,24
150589,404,43
150590,317,48
150591,464,36
150592,299,35
150593,380,30
150594,376,2
150595,140,43
150596,484,44
150597,451,48
150598,365,28
150599,111,45
150600,102,30
150601,132,23
150602,105,46
150603,201,20
150604,373,6
150605,430,6
150606,113,44
150607,372,2
150608,221,33
150609,157,29
150610,396,21
150611,445,36
150612,300,30
150613,105,10
150614,494,46
150615,351,31
150616,149,14
150617,102,7
150618,217,3
150619,174,9
150620,265,50
150621,231,40
150622,305,11
150623,443,50
150624,323,22
150625,438,3
150626,470,32
150627,368,14
150628,292,8
150629,367,21
150630,101,31
150631,231,16
150632,372,38
150633,116,2
150634,127,44
150635,489,17
150636,233,29
150637,384,37
150638,449,34
150639,329,28
150640,276,26
150641,275,36
150642,480,21
150643,210,9
150644,479,32
150645,355,39
150646,289,48
150647,347,19
150648,384,39
150649,493,20
150650,223,15
150651,259,37
150652,199,10
150653,304,9
150654,147,11
150655,317,33
150656,290,46
150657,155,2
150658,168,37
150659,134,37
150660,482,28
150661,240,43
150662,392,33
150663,467,8
150664,199,38
150665,342,31
150666,443,14
150667,449,6
150668,399,50
150669,461,5
150670,491,2
150671,419,35
150672,240,50
150673,206,42
150674,305,21
150675,283,34
150676,236,41
150677,105,44
150678,224,37
150679,395,4
150680,484,3
150681,122,40
150682,134,39
150683,210,9
150684,369,47
150685,258,40
150686,185,48
150687,202,15
150688,395,36
150689,327,1
150690,264,24
150691,135,31
150692,153,43
150693,148,39
150694,174,11
150695,367,34
150696,107,7
150697,334,33
150698,198,32
150699,314,36
150700,384,4
150701,493,29
150702,372,30
150703,353,22
150704,331,8
150705,454,35
150706,195,1
150707,447,32
150708,446,22
150709,369,12
150710,204,16
150711,398,6
150712,168,6
150713,119,25
150714,484,37
150715,115,15
150716,493,25
150717,375,49
150718,323,35
150719,103,34
150720,290,1
150721,107,41
150722,321,44
150723,466,33
150724,332,19
150725,218,43
150726,139,14
150727,472,17
150728,434,18
150729,174,30
150730,455,17
150731,154,2
150732,409,13
150733,468,50
150734,282,14
150735,227,32
150736,120,10
150737,191,3
150738,155,48
150739,429,23
150740,382,13
150741,484,36
150742,133,15
150743,350,38
150744,367,7
150745,395,44
150746,402,16
150747,218,25
150748,319,44
150749,175,13
150750,326,8
150751,360,15
150752,191,1
150753,142,22
150754,412,17
150755,393,2
150756,132,13
150757,104,20
150758,253,22
150759,192,15
150760,448,24
150761,240,42
150762,395,14
150763,116,13
150764,302,1
150765,488,34
150766,480,45
150767,195,1
150768,384,36
150769,430,13
150770,272,8
150771,172,33
150772,169,38
150773,145,44
150774,355,33
150775,141,42
150776,191,19
150777,253,18
150778,439,47
150779,271,42
150780,220,49
150781,426,46
150782,194,37
150783,213,32
150784,297,17
150785,165,12
150786,347,5
150787,112,43
150788,184,23
150789,144,43
150790,100,28
150791,165,24
150792,254,14
150793,252,49
150794,152,17
150795,347,21
150796,136,20
150797,489,6
150798,237,6
150799,248,30
150800,287,39
150801,126,14
150802,453,3
150803,466,14
150804,392,16
150805,195,24
150806,251,41
150807,112,40
150808,439,46
150809,147,50
150810,485,2
150811,155,33
150812,337,34
150813,344,39
150814,443,30
150815,168,5
150816,266,42
150817,218,48
150818,354,46
150819,290,26
150820,463,49
150821,312,39
150822,185,47
150823,344,50
150824,193,13
150825,287,8
150826,322,36
150827,245,10
150828,391,20
150829,347,35
150830,219,8
150831,458,20
150832,341,35
150833,130,47
150834,129,9
150835,327,36
150836,251,24
150837,311,11
150838,261,42
150839,273,48
150840,415,7
150841,276,43
150842,148,19
150843,270,40
150844,172,42
150845,284,45
150846,428,22
150847,387,7
150848,388,18
150849,172,22
150850,465,43
150851,333,30
150852,280,18
150853,159,38
150854,442,11
150855,159,1
150856,152,38
150857,107,7
150858,294,3
150859,427,13
150860,334,41
150861,290,30
150862,391,7
150863,329,38
150864,467,22
150865,146,46
150866,134,50
150867,477,12
150868,229,24
150869,162,3
150870,189,29
150871,145,18
150872,332,17
150873,121,41
150874,372,12
150875,186,23
150876,496,23
150877,500,29
150878,121,26
150879,485,16
150880,494,44
150881,447,4
150882,461,38
150883,345,36
150884,280,9
150885,194,9
150886,156,49
150887,108,18
150888,484,18
150889,460,13
150890,413,22
150891,336,26
150892,365,26
150893,211,19
150894,130,2
150895,203,6
150896,269,36
150897,492,2
150898,367,47
150899,346,43
150900,299,39
150901,451,10
150902,165,30
150903,354,19
150904,203,13
150905,326,32
150906,457,28
150907,426,36
150908,336,35
150909,363,46
150910,394,19
150911,271,1
150912,118,41
150913,100,5
150914,207,16
150915,415,32
150916,180,8
150917,264,50
150918,328,8
150919,210,41
150920,468,48
150921,291,22
150922,263,21
150923,311,44
150924,373,15
150925,201,19
150926,359,26
150927,491,22
150928,221,37
150929,230,45
150930,235,17
150931,414,4
150932,188,6
150933,388,1
150934,390,48
150935,494,50
150936,213,45
150937,364,3
150938,204,16
150939,223,26
150940,293,45
150941,342,10
150942,426,35
150943,189,15
150944,157,2
150945,115,38
150946,339,49
150947,477,2
150948,442,1
150949,382,12
150950,278,28
150951,314,30
150952,493,13
150953,274,31
150954,316,44
150955,323,5
150956,241,26
150957,197,41
150958,456,19
150959,479,2
150960,500,39
150961,251,31
150962,386,50
150963,391,45
150964,251,32
150965,477,25
150966,464,2
150967,331,32
150968,340,15
150969,330,27
150970,119,40
150971,314,9
150972,461,31
150973,323,46
150974,215,16
150975,179,42
150976,198,31
150977,456,11
150978,138,21
150979,410,33
150980,195,38
150981,437,10
150982,285,14
150983,175,32
150984,197,29
150985,177,23
150986,492,8
150987,470,30
150988,206,26
150989,455,34
150990,446,44
150991,368,47
150992,208,32
150993,305,20
150994,378,19
150995,395,44
150996,159,36
150997,472,7
150998,116,24
150999,140,11
151000,416,19
151001,188,33
151002,396,43
151003,371,36
151004,416,1
151005,227,21
151006,316,39
151007,351,6
151008,295,5
151009,271,11
151010,290,21
151011,296,43
151012,347,7
151013,163,29
151014,234,5
151015,317,8
151016,392,32
151017,124,23
151018,334,31
151019,390,17
151020,302,16
151021,499,36
151022,318,48
151023,393,3
151024,209,45
151025,393,19
151026,192,24
151027,259,44
151028,177,11
151029,211,47
151030,156,1
151031,116,49
151032,165,14
151033,382,37
151034,112,25
151035,241,48
151036,458,34
151037,203,37
151038,311,3
151039,359,14
151040,406,34
151041,300,12
151042,407,35
151043,432,17
151044,344,37
151045,479,17
151046,427,26
151047,194,40
151048,448,45
151049,368,44
151050,484,34
151051,248,2
151052,259,1
151053,420,43
151054,350,45
151055,386,30
151056,123,36
151057,428,37
151058,186,15
151059,236,38
151060,493,49
151061,112,29
151062,347,2
151063,438,25
151064,131,22
151065,378,37
151066,135,35
151067,423,46
151068,105,4
151069,385,42
151070,163,16
151071,489,31
151072,341,19
151073,123,11
151074,422,16
151075,124,11
151076,417,38
151077,239,10
151078,250,3
151079,156,32
151080,363,1
151081,448,1
151082,248,22
151083,215,18
151084,287,13
151085,308,37
151086,195,21
151087,119,9
151088,446,41
151089,191,24
151090,201,49
151091,255,46
151092,410,12
151093,136,45
151094,310,2
151095,134,33
151096,164,43
151097,139,31
151098,233,26
151099,307,2
151100,485,47
151101,454,45
151102,474,34
151103,138,16
151104,299,38
151105,338,25
151106,356,30
151107,499,35
151108,453,40
151109,394,36
151110,417,11
151111,494,31
151112,113,15
151113,498,21
151114,296,34
151115,305,49
151116,491,49
151117,489,29
151118,451,3
151119,233,22
151120,226,29
151121,180,25
151122,160,44
151123,333,31
151124,378,49
151125,358,2
151126,292,3
151127,386,13
151128,203,23
151129,487,44
151130,492,17
151131,343,30
151132,377,43
151133,446,10
151134,387,26
151135,298,30
151136,336,16
151137,376,31
151138,340,4
151139,215,24
151140,404,29
151141,132,46
151142,228,30
151143,320,29
151144,444,11
151145,263,7
151146,466,27
151147,182,8
151148,420,18
151149,310,8
151150,129,10
151151,322,18
151152,258,32
151153,293,49
151154,421,12
151155,168,47
151156,358,49
151157,366,31
151158,340,23
151159,465,47
151160,175,33
151161,379,36
151162,336,41
151163,395,8
151164,450,22
151165,335,28
151166,301,49
151167,149,23
151168,250,32
151169,146,19
151170,141,8
151171,291,42
151172,127,38
151173,348,35
151174,231,30
151175,203,31
151176,298,9
151177,477,37
151178,228,39
151179,421,34
151180,443,44
151181,349,35
151182,153,46
151183,433,14
151184,130,21
151185,429,4
151186,319,15
151187,284,3
151188,369,6
151189,475,5
151190,166,45
151191,272,4
151192,351,38
151193,128,8
151194,201,38
151195,329,24
151196,447,34
151197,259,2
151198,100,43
151199,296,13
151200,487,41
151201,167,40
151202,143,31
151203,262,7
151204,135,48
151205,409,5
151206,245,24
151207,173,44
151208,380,41
151209,123,35
151210,425,17
151211,203,32
151212,409,48
151213,359,32
151214,358,4
151215,154,19
151216,422,24
151217,103,34
151218,253,30
151219,191,10
151220,209,40
151221,445,13
151222,168,17
151223,376,21
151224,276,2
151225,282,40
151226,105,13
151227,323,2
151228,419,26
151229,197,14
151230,353,25
151231,440,49
151232,306,35
151233,309,16
151234,482,42
151235,391,32
151236,468,14
151237,210,50
151238,164,40
151239,352,39
151240,281,30
151241,266,30
151242,346,21
151243,408,5
151244,209,29
151245,110,35
151246,140,26
151247,107,14
151248,251,36
151249,146,20
151250,407,3
151251,176,36
151252,434,27
151253,419,7
151254,114,48
151255,409,23
151256,211,34
151257,443,12
151258,250,19
151259,434,18
151260,400,35
151261,141,44
151262,302,46
151263,181,10
151264,255,28
151265,245,7
151266,377,41
151267,280,41
151268,166,11
151269,221,21
151270,258,20
151271,274,23
151272,324,44
151273,142,19
151274,104,8
151275,356,27
151276,362,15
151277,350,6
151278,424,41
151279,147,14
151280,129,40
151281,475,31
151282,366,34
151283,364,13
151284,349,39
151285,119,21
151286,429,20
151287,317,5
151288,302,24
151289,273,40
151290,410,2
151291,127,4
151292,256,12
151293,367,48
151294,320,5
151295,350,50
151296,260,44
151297,274,20
151298,466,39
151299,293,14
151300,393,36
151301,308,39
151302,394,3
151303,480,17
151304,170,42
151305,227,44
151306,488,29
151307,271,38
151308,135,49
151309,284,16
151310,173,43
151311,216,43
151312,307,19
151313,358,11
151314,472,9
151315,140,16
151316,229,30
151317,243,33
151318,251,44
151319,238,29
151320,461,25
151321,314,33
151322,485,32
151323,154,15
151324,372,32
151325,190,23
151326,121,10
151327,424,22
151328,365,1
151329,111,11
151330,304,45
151331,305,29
151332,183,48
151333,106,32
151334,103,23
151335,365,21
151336,228,15
151337,147,49
151338,399,26
151339,395,2
151340,448,37
151341,335,45
151342,197,26
151343,214,2
151344,349,42
151345,371,31
151346,128,14
151347,401,36
151348,234,21
151349,416,7
151350,112,3
151351,147,50
151352,194,40
151353,193,7
151354,406,14
151355,356,41
151356,218,20
151357,430,14
151358,256,4
151359,392,23
151360,133,44
151361,319,29
151362,390,20
151363,155,7
151364,285,18
151365,478,15
151366,145,43
151367,138,16
151368,455,30
151369,212,23
151370,293,44
151371,371,29
151372,125,27
151373,342,16
151374,401,50
151375,385,30
151376,222,15
151377,346,49
151378,359,9
151379,163,9
151380,230,19
151381,383,43
151382,359,26
151383,284,37
151384,275,3
151385,227,23
151386,342,25
151387,113,29
151388,435,38
151389,470,14
151390,380,12
151391,488,37
151392,377,28
151393,316,34
151394,498,41
151395,260,21
151396,442,35
151397,412,40
151398,338,19
151399,210,11
151400,400,11
151401,484,4
151402,212,15
151403,304,10
151404,258,30
151405,413,48
151406,262,35
151407,184,23
151408,316,43
151409,290,47
151410,494,33
151411,159,15
151412,117,2
151413,114,29
151414,100,12
151415,206,7
151416,487,29
151417,198,1
151418,309,21
151419,480,13
151420,127,10
151421,188,11
151422,287,27
151423,286,19
151424,274,33
151425,384,35
151426,252,25
151427,451,48
151428,184,24
151429,262,3
151430,417,13
151431,363,20
151432,306,44
151433,100,34
151434,230,32
151435,327,13
151436,276,19
151437,362,33
151438,286,40
151439,381,48
151440,416,19
151441,161,49
151442,395,40
151443,231,16
151444,188,47
151445,132,14
151446,160,3
151447,315,21
151448,140,40
151449,380,11
151450,167,18
151451,186,4
151452,383,31
151453,219,30
151454,118,24
151455,352,9
151456,109,41
151457,204,43
151458,401,11
151459,385,42
151460,249,41
151461,382,48
151462,158,50
151463,232,42
151464,378,10
151465,497,43
151466,363,31
151467,126,28
151468,318,22
151469,479,4
151470,155,17
151471,139,5
151472,201,34
151473,197,48
151474,383,43
151475,331,14
151476,372,3
151477,407,44
151478,385,1
151479,356,48
151480,248,4
151481,200,25
151482,356,23
151483,183,31
151484,340,24
151485,485,42
151486,385,45
151487,102,14
151488,358,1
151489,353,24
151490,275,12
151491,164,30
151492,155,2
151493,345,35
151494,474,12
151495,186,40
151496,111,7
151497,211,49
151498,333,46
151499,273,1
151500,289,28
151501,478,11
151502,207,25
151503,243,26
151504,199,40
151505,235,45
151506,198,36
151507,233,44
151508,219,39
151509,394,2
151510,467,36
151511,414,46
151512,472,5
151513,310,46
151514,280,33
151515,112,44
151516,118,38
151517,448,32
151518,220,48
151519,404,20
151520,240,50
151521,359,14
151522,196,37
151523,187,29
151524,408,37
151525,225,11
151526,458,38
151527,377,6
151528,473,10
151529,303,45
151530,114,43
151531,139,23
151532,336,11
151533,495,14
151534,278,18
151535,296,39
151536,111,47
151537,173,24
151538,495,43
151539,320,46
151540,101,10
151541,121,45
151542,326,38
151543,348,6
151544,286,23
151545,302,25
151546,151,45
151547,300,35
151548,144,11
151549,286,15
151550,162,43
151551,270,32
151552,262,15
151553,216,9
151554,299,46
151555,490,6
151556,420,15
151557,114,47
151558,364,32
151559,403,1
151560,256,38
151561,481,8
151562,302,11
151563,431,35
151564,423,9
151565,245,17
151566,108,18
151567,395,48
151568,493,47
151569,203,45
151570,125,30
151571,346,12
151572,416,43
151573,107,6
151574,352,6
151575,205,27
151576,391,47
151577,198,3
151578,336,48
151579,449,37
151580,379,15
151581,391,3
151582,255,31
151583,347,47
151584,246,26
151585,224,4
151586,290,27
151587,125,28
151588,357,31
151589,180,16
151590,463,31
151591,472,37
151592,192,25
151593,452,4
151594,463,44
151595,213,31
151596,192,20
151597,214,5
151598,224,40
151599,430,46
151600,494,12
151601,322,1
151602,114,7
151603,391,22
151604,454,3
151605,127,47
151606,459,50
151607,180,48
151608,216,43
151609,323,42
151610,424,45
151611,270,42
151612,137,40
151613,443,40
151614,136,25
151615,421,4
151616,307,3
151617,435,38
151618,142,47
151619,327,11
151620,122,26
151621,140,2
151622,403,37
151623,193,15
151624,200,5
151625,308,17
151626,371,34
151627,303,27
151628,198,12
151629,318,29
151630,257,34
151631,320,21
151632,444,11
151633,285,50
151634,218,24
151635,470,5
151636,137,25
151637,435,10
151638,263,30
151639,129,34
151640,353,47
151641,149,34
151642,142,14
151643,313,12
151644,424,36
151645,421,19
151646,335,27
151647,353,14
151648,134,29
151649,262,14
151650,252,44
151651,286,25
151652,204,24
151653,222,11
151654,275,13
151655,295,47
151656,259,46
151657,296,14
151658,358,5
151659,413,49
151660,159,10
151661,181,31
151662,267,4
151663,467,11
151664,209,17
151665,448,31
151666,254,22
151667,432,16
151668,203,13
151669,230,23
151670,297,23
151671,143,41
151672,171,40
151673,303,26
151674,301,44
151675,429,13
151676,334,17
151677,228,27
151678,163,42
151679,302,21
151680,396,20
151681,269,33
151682,195,48
151683,202,18
151684,415,25
151685,162,37
151686,457,6
151687,252,21
151688,358,47
151689,226,44
151690,205,9
151691,274,25
151692,147,36
151693,117,25
151694,237,11
151695,276,25
151696,190,35
151697,210,14
151698,257,13
151699,372,45
151700,430,30
151701,494,9
151702,330,31
151703,377,38
151704,344,19
151705,249,11
151706,433,41
151707,418,25
151708,340,42
151709,249,13
151710,484,13
151711,209,5
151712,333,23
151713,406,15
151714,380,28
151715,163,8
151716,484,48
151717,222,2
151718,303,35
151719,254,35
151720,321,41
151721,402,21
151722,411,2
151723,480,32
151724,235,14
151725,342,41
151726,305,11
151727,235,4
151728,411,44
151729,170,18
151730,157,16
151731,193,42
151732,274,43
151733,497,10
151734,232,16
151735,145,31
151736,320,33
151737,335,15
151738,455,15
151739,460,47
151740,226,21
151741,368,50
151742,485,40
151743,340,14
151744,219,35
151745,175,28
151746,485,8
151747,255,33
151748,215,27
151749,244,9
151750,247,4
151751,497,45
151752,265,46
151753,293,33
151754,364,20
151755,151,35
151756,308,41
151757,388,36
151758,176,7
151759,147,6
151760,486,44
151761,180,30
151762,401,18
151763,214,12
151764,430,50
151765,456,44
151766,361,38
151767,420,21
151768,122,33
151769,405,14
151770,131,5
151771,353,5
151772,339,1
151773,238,19
151774,305,38
151775,145,1
151776,206,44
151777,198,46
151778,175,19
151779,281,29
151780,354,39
151781,437,21
151782,362,22
151783,388,1
151784,172,45
151785,151,34
151786,185,6
151787,185,49
151788,304,47
151789,224,30
151790,323,18
151791,140,48
151792,109,20
151793,279,38
151794,212,6
151795,212,1
151796,207,48
151797,495,1
151798,101,33
151799,235,23
151800,128,37
151801,488,39
151802,347,5
151803,233,12
151804,175,43
151805,117,48
151806,236,3
151807,120,36
151808,489,32
151809,397,44
151810,268,3
151811,373,45
151812,236,21
151813,379,17
151814,414,41
151815,145,14
151816,380,41
151817,425,5
151818,263,36
151819,337,1
151820,238,32
151821,229,46
151822,218,9
151823,441,3
151824,132,47
151825,351,29
151826,317,1
151827,341,45
151828,365,47
151829,475,36
151830,166,33
151831,380,39
151832,109,9
151833,133,1
151834,294,7
151835,400,11
151836,404,45
151837,356,34
151838,423,21
151839,197,28
151840,206,48
151841,453,17
151842,170,6
151843,425,45
151844,402,9
151845,335,28
151846,106,4
151847,113,17
151848,154,22
151849,278,25
151850,375,50
151851,374,1
151852,425,1
151853,238,36
151854,236,27
151855,208,22
151856,219,2
151857,205,27
151858,427,40
151859,325,26
151860,211,13
151861,155,20
151862,279,21
151863,326,37
151864,412,7
151865,450,15
151866,479,6
151867,464,31
151868,379,24
151869,228,3
151870,127,37
151871,460,40
151872,271,12
151873,436,26
151874,135,36
151875,393,5
151876,497,25
151877,314,7
151878,175,4
151879,181,33
151880,387,36
151881,472,2
151882,440,28
151883,155,34
151884,272,5
151885,227,15
151886,348,42
151887,431,29
151888,248,18
151889,242,45
151890,178,15
151891,438,9
151892,134,8
151893,351,13
151894,224,33
151895,397,33
151896,342,8
151897,345,38
151898,107,17
151899,424,37
151900,455,21
151901,338,41
151902,148,42
151903,319,42
151904,133,47
151905,428,33
151906,457,30
151907,289,37
151908,129,11
151909,188,34
151910,214,35
151911,433,23
151912,385,4
151913,249,43
151914,200,26
151915,358,32
151916,329,27
151917,143,40
151918,377,40
151919,386,44
151920,331,16
151921,196,31
151922,301,40
151923,218,12
151924,480,9
151925,413,41
151926,105,2
151927,376,2
151928,408,30
151929,335,25
151930,331,28
151931,262,25
151932,246,45
151933,258,33
151934,425,26
151935,107,45
151936,388,48
151937,295,1
151938,391,4
151939,377,13
151940,372,33
151941,468,33
151942,253,48
151943,470,9
151944,282,42
151945,260,41
151946,361,20
151947,348,1
151948,223,9
151949,440,21
151950,439,6
151951,458,49
151952,448,47
151953,279,10
151954,264,1
151955,105,9
151956,213,1
151957,199,33
151958,343,35
151959,198,13
151960,136,30
151961,496,17
151962,228,15
151963,410,42
151964,148,27
151965,190,28
151966,368,47
151967,103,34
151968,230,39
151969,273,27
151970,103,43
151971,199,13
151972,274,20
151973,235,31
151974,104,9
151975,463,6
151976,386,45
151977,460,36
151978,459,47
151979,211,31
151980,266,45
151981,283,2
151982,322,36
151983,337,12
151984,317,17
151985,413,5
151986,229,40
151987,351,21
151988,246,38
151989,463,33
151990,120,18
151991,301,32
151992,251,14
151993,134,42
151994,272,8
